mass0,mass0_5,mass1_0,mass1_5,mass2,time_minutes
0.228976071,0.484443545,1.14424324,1.54014504,1.85529089,1.5315
0.224835053,0.481614828,1.146814108,1.541844487,1.856725931,1.533
0.219542801,0.479711354,1.145657778,1.540676236,1.855106115,1.5345
0.217858016,0.482616901,1.141872764,1.537576795,1.851203084,1.536
0.218449205,0.482816428,1.13972187,1.538520694,1.849241972,1.5375
0.226635143,0.478759587,1.134664536,1.531636238,1.842433214,1.539
0.226159275,0.476560473,1.130601883,1.52433157,1.839719892,1.5405
0.234325975,0.480348289,1.130840778,1.517944217,1.843719006,1.542
0.245129228,0.482907921,1.136853933,1.510419846,1.851037383,1.5435
0.254266918,0.483602524,1.142130852,1.506241441,1.84989357,1.545
0.251039207,0.481184721,1.143803835,1.50757885,1.848626852,1.5465
0.246479973,0.481956184,1.148583531,1.504930735,1.844370604,1.548
0.244614929,0.485030115,1.156011343,1.497980714,1.841161966,1.5495
0.251257926,0.484297097,1.155055404,1.496068954,1.839573383,1.551
0.251630396,0.482259065,1.156469941,1.490171671,1.836434484,1.5525
0.251462042,0.483018637,1.160771608,1.484513164,1.833437443,1.554
0.257878989,0.4867872,1.164996266,1.484131813,1.835732698,1.5555
0.254463702,0.486986697,1.161592603,1.4875741,1.83798933,1.557
0.252084345,0.487044334,1.159183383,1.484143734,1.839835167,1.5585
0.244431928,0.485121608,1.161392212,1.48400116,1.845757008,1.56
0.243261456,0.483064353,1.164040208,1.490033746,1.850078344,1.5615
0.245402887,0.481598318,1.175530791,1.493772984,1.855370522,1.563
0.241422936,0.480466306,1.182939291,1.491776466,1.862025499,1.5645
0.236510441,0.481828928,1.183197498,1.494340062,1.865414381,1.566
0.242800206,0.486902475,1.185606718,1.501664042,1.872114897,1.5675
0.241276488,0.481314659,1.189210653,1.505021691,1.875799298,1.569
0.234138384,0.474041998,1.186601281,1.505711913,1.883045435,1.5705
0.222974598,0.471566528,1.180665135,1.510846496,1.889128327,1.572
0.228954136,0.472318798,1.176841497,1.512396216,1.897237539,1.5735
0.23793076,0.473071039,1.170149922,1.509185672,1.901892662,1.575
0.239815027,0.470634013,1.171622515,1.508029222,1.900606871,1.5765
0.240129843,0.471033007,1.172578454,1.502093315,1.89985466,1.578
0.240375102,0.475469619,1.177797437,1.498747468,1.904195189,1.5795
0.248729408,0.479906261,1.179211974,1.498547077,1.904015064,1.581
0.248852044,0.478754997,1.177539229,1.496855021,1.898446321,1.5825
0.247784972,0.476137698,1.181860089,1.490622163,1.89431262,1.584
0.244891286,0.474548995,1.181181788,1.493509173,1.896530867,1.5855
0.249887958,0.47458744,1.179308653,1.493509173,1.890428782,1.587
0.25577873,0.476149589,1.175446272,1.490699291,1.890351892,1.5885
0.264306009,0.480785698,1.171842098,1.490479708,1.891368628,1.59
0.274710238,0.48506856,1.174031615,1.489542961,1.888263464,1.5915
0.277365983,0.487846941,1.180742383,1.483329415,1.891433597,1.593
0.270227879,0.483705908,1.17947042,1.474467635,1.885768771,1.5945
0.271912664,0.482420146,1.178495169,1.472536564,1.874573946,1.596
0.275205314,0.484124124,1.177022576,1.472058654,1.865282536,1.5975
0.279887199,0.482754171,1.175072074,1.469506979,1.856428504,1.599
0.275032371,0.482658088,1.181524754,1.469125628,1.848365188,1.6005
0.268454343,0.485570967,1.187661052,1.471372843,1.838855028,1.602
0.265683264,0.490425766,1.186647177,1.47154665,1.843310833,1.6035
0.258095831,0.492425382,1.188875198,1.476997256,1.848192215,1.605
0.263626039,0.491692364,1.184812546,1.481931329,1.844810724,1.6065
0.264378279,0.489808083,1.188875198,1.488318682,1.847673297,1.608
0.267594069,0.488683343,1.192718267,1.494305253,1.845243573,1.6095
0.268745333,0.493956417,1.18957293,1.499038935,1.837552786,1.611
0.271009386,0.498373806,1.190393686,1.498476386,1.834382534,1.6125
0.276938587,0.49884969,1.190277934,1.498572946,1.837533474,1.614
0.275169611,0.495706141,1.196013451,1.49822998,1.842246532,1.6155
0.272191763,0.493829191,1.193785429,1.501749754,1.844779491,1.617
0.270031095,0.494466126,1.18580246,1.500670552,1.848348618,1.6185
0.2731435,0.495398641,1.173976421,1.50122571,1.845539093,1.62
0.276931286,0.497302145,1.171987414,1.506999969,1.847288847,1.6215
0.276969701,0.502471805,1.17117393,1.508711338,1.853475332,1.623
0.27583769,0.50835526,1.178524494,1.51209569,1.854542255,1.6245
0.275085449,0.508497059,1.182806849,1.511178493,1.854419708,1.626
0.277729273,0.508105397,1.17318964,1.506398797,1.857486248,1.6275
0.282430351,0.505468845,1.166239738,1.506599188,1.867890596,1.629
0.285780668,0.503461957,1.160723925,1.508472323,1.865710735,1.6305
0.286037803,0.502548635,1.15664196,1.509351134,1.85772419,1.632
0.281555474,0.499912113,1.159012437,1.508375883,1.858353853,1.6335
0.279690415,0.498741686,1.154471636,1.501865387,1.857717037,1.635
0.277303755,0.501493514,1.152721643,1.49583292,1.858430862,1.6365
0.280132443,0.498561382,1.153858542,1.48880589,1.860192537,1.638
0.28288427,0.492838979,1.151449561,1.48350966,1.858745575,1.6395
0.285198659,0.490401983,1.149259925,1.479705334,1.859440207,1.641
0.290195346,0.49681896,1.146573305,1.478490949,1.852585793,1.6425
0.291661382,0.499570787,1.15133369,1.474628568,1.845236182,1.644
0.291461885,0.502207279,1.157747507,1.474150538,1.841590405,1.6455
0.284465641,0.502303362,1.157747507,1.4777354,1.843628407,1.647
0.283970565,0.506598175,1.157011271,1.472535729,1.84028995,1.6485
0.281019211,0.507138968,1.154621482,1.472134948,1.832894564,1.65
0.281199485,0.505158663,1.154640794,1.474066019,1.833332062,1.6515
0.276202828,0.507492244,1.152987123,1.476694942,1.832940459,1.653
0.268608093,0.505170584,1.155835748,1.481810093,1.834851265,1.6545
0.260936439,0.504245341,1.161035419,1.483579516,1.832774878,1.656
0.258299917,0.505899012,1.161933422,1.484851718,1.828318834,1.6575
0.261707902,0.511763215,1.168605685,1.481880069,1.828434229,1.659
0.260280311,0.512991309,1.168786764,1.47861135,1.831155062,1.6605
0.25128445,0.511075974,1.171874166,1.482512355,1.82866025,1.662
0.246790186,0.504562855,1.173269629,1.484998703,1.834827423,1.6635
0.244230554,0.501984,1.175620794,1.487246156,1.833188295,1.665
0.245201513,0.506696939,1.178488612,1.488957644,1.832044363,1.6665
0.237015575,0.510477424,1.178966522,1.489751697,1.824218988,1.668
0.233311981,0.506098509,1.178249717,1.484733105,1.8217628,1.6695
0.230168462,0.501121044,1.180400491,1.486864686,1.819229603,1.671
0.229461968,0.498246551,1.183306932,1.49112761,1.816143751,1.6725
0.228072792,0.497275621,1.190037012,1.491347432,1.809868813,1.674
0.226226956,0.492305458,1.193402052,1.49411869,1.811046481,1.6755
0.221126884,0.492992759,1.194099665,1.492071629,1.81590867,1.677
0.217872649,0.49277401,1.194022536,1.493131518,1.81769681,1.6785
0.222830877,0.490022182,1.192750454,1.490386844,1.815697193,1.68
0.23266314,0.492754817,1.190263987,1.487784743,1.809337854,1.6815
0.242771804,0.495307148,1.18904984,1.484465599,1.803055525,1.683
0.244809836,0.492509544,1.189011216,1.480009437,1.806843281,1.6845
0.24266839,0.489796162,1.186266541,1.474797726,1.811601877,1.686
0.24667488,0.491319895,1.189373255,1.472176313,1.805653572,1.6875
0.251548916,0.494778216,1.189373255,1.466228247,1.80795598,1.689
0.255851001,0.494713247,1.185969591,1.467947245,1.801673651,1.6905
0.257458925,0.496873885,1.181868434,1.466320276,1.801132679,1.692
0.250700593,0.494398415,1.18230772,1.468775392,1.802057981,1.6935
0.247910321,0.49420625,1.178406715,1.471708417,1.805304766,1.695
0.251222193,0.496090531,1.175681472,1.471754313,1.813445091,1.6965
0.248025626,0.49652797,1.170547009,1.469965696,1.82085228,1.698
0.253356308,0.495138764,1.163300157,1.465729237,1.825024366,1.6995
0.262893021,0.493473232,1.158004045,1.461053371,1.831833124,1.701
0.264462471,0.495138764,1.157926798,1.458567023,1.835574985,1.7025
0.26857236,0.495299816,1.155756593,1.45584166,1.832282305,1.704
0.265782088,0.495119542,1.151674628,1.447820187,1.832493782,1.7055
0.262669683,0.494405746,1.150996208,1.443460464,1.834313154,1.707
0.261383921,0.493929863,1.150795937,1.443182826,1.835971355,1.7085
0.262335658,0.493357897,1.148845434,1.446729064,1.838446856,1.71
0.259925157,0.494432271,1.150518298,1.448382735,1.838754177,1.7115
0.257096469,0.493821859,1.15101552,1.450313807,1.836547852,1.713
0.248119831,0.488774836,1.147430778,1.453162193,1.839929342,1.7145
0.245702028,0.490325093,1.144304752,1.453439832,1.842969537,1.716
0.249939144,0.492408872,1.142211795,1.449596763,1.8430655,1.7175
0.252126306,0.492466509,1.139879942,1.447465301,1.842113733,1.719
0.257238299,0.493771523,1.138264894,1.447723508,1.841779828,1.7205
0.259249806,0.492677927,1.138581038,1.451682448,1.838686705,1.722
0.258374929,0.489822686,1.141745806,1.451779008,1.832642078,1.7235
0.260792732,0.485424519,1.143754125,1.450603247,1.824038029,1.725
0.257139504,0.483624458,1.145743251,1.447812796,1.815679073,1.7265
0.256187737,0.483547568,1.144864559,1.444544315,1.80381608,1.728
0.258978009,0.484775662,1.14043963,1.442431927,1.795077324,1.7295
0.26400581,0.482595801,1.141272426,1.440577984,1.786795378,1.731
0.271735102,0.482023835,1.142841339,1.440655351,1.782481432,1.7325
0.27074492,0.484222919,1.148931861,1.438064933,1.78081584,1.734
0.263587594,0.4840042,1.156236529,1.43168962,1.781149864,1.7355
0.260095417,0.483424932,1.157728314,1.428879738,1.778332949,1.737
0.263303906,0.479951978,1.160692573,1.42794311,1.772392035,1.7385
0.264988691,0.476878017,1.160569429,1.429874301,1.770277023,1.74
0.273612052,0.476878017,1.164289355,1.428001165,1.767827988,1.7415
0.281663477,0.473251313,1.169165611,1.43592608,1.765256524,1.743
0.281348646,0.470595598,1.16876471,1.444128752,1.767700911,1.7445
0.283148736,0.472165048,1.169119596,1.446699739,1.772800922,1.746
0.2881262,0.4697088,1.168040395,1.442340136,1.769200802,1.7475
0.293625295,0.46903342,1.170746565,1.445150018,1.77247417,1.749
0.296422839,0.470203876,1.169628739,1.45084703,1.774473786,1.7505
0.297812045,0.474344909,1.16944766,1.45295918,1.779547453,1.752
0.306493044,0.479437649,1.17185688,1.453618169,1.780080914,1.7535
0.307579339,0.48161757,1.171914697,1.457164407,1.788182735,1.755
0.304447711,0.480665803,1.172192335,1.464572906,1.798387289,1.7565
0.305579752,0.477990806,1.171992064,1.467163205,1.803775787,1.758
0.308235496,0.47644788,1.177068472,1.467066646,1.803814173,1.7595
0.315661877,0.476846874,1.172689557,1.469637513,1.807601929,1.761
0.321783245,0.477721781,1.170997381,1.471472144,1.81210351,1.7625
0.323590636,0.477959722,1.171992064,1.470438957,1.817460775,1.764
0.322831094,0.482196808,1.167250752,1.469444394,1.820895195,1.7655
0.32445091,0.485328436,1.170338392,1.469186187,1.820039511,1.767
0.323261201,0.489822686,1.172192335,1.47104013,1.818842649,1.7685
0.321872056,0.493848383,1.169802547,1.462837458,1.819767952,1.77
0.318932593,0.497160286,1.175079465,1.4590137,1.817561388,1.7715
0.314926147,0.494665623,1.186512113,1.457340956,1.813946724,1.773
0.313126028,0.496074021,1.187610507,1.45353651,1.817688704,1.7745
0.314212322,0.496300042,1.189981103,1.447103262,1.8193084,1.776
0.308102846,0.498640984,1.188766718,1.441664457,1.815301895,1.7775
0.311967492,0.501039565,1.188011169,1.436522603,1.8109231,1.779
0.309319049,0.499611944,1.192054629,1.441495299,1.818195701,1.7805
0.307403654,0.497547388,1.20207262,1.446190476,1.820652008,1.782
0.316188097,0.496473014,1.206536055,1.443160892,1.820728779,1.7835
0.31335938,0.50055635,1.208868027,1.438697457,1.825100422,1.785
0.311398238,0.503250539,1.204786062,1.440925479,1.826263547,1.7865
0.305038929,0.505706787,1.208868027,1.439807773,1.826578379,1.788
0.303354144,0.509429574,1.213408709,1.440143347,1.826835513,1.7895
0.298929453,0.507545352,1.216935515,1.445297122,1.821086645,1.791
0.303707361,0.506439805,1.220203996,1.443959713,1.815119028,1.7925
0.307399064,0.50632453,1.220365882,1.439496279,1.810862541,1.794
0.30886513,0.506781161,1.218596458,1.436505198,1.812336087,1.7955
0.307475924,0.504954517,1.220650911,1.43950808,1.815371513,1.797
0.308922768,0.501899838,1.222705126,1.44633472,1.815628767,1.7985
0.31155929,0.504175782,1.217848301,1.452644825,1.814419746,1.8
0.314625949,0.508078814,1.218048573,1.45943296,1.814592838,1.8015
0.31658709,0.510907531,1.221078277,1.461240888,1.811107874,1.803
0.323802054,0.509698629,1.226000309,1.462493777,1.814304471,1.8045
0.320869952,0.506071925,1.230961204,1.461576343,1.821223974,1.806
0.317197502,0.504168451,1.224411964,1.453030944,1.817700624,1.8075
0.324071109,0.504824638,1.21503365,1.444446802,1.818909526,1.809
0.316495597,0.502947628,1.21493721,1.441120386,1.817109346,1.8105
0.317440033,0.502130449,1.216752648,1.445977211,1.813367367,1.812
0.321715593,0.504721224,1.212535501,1.446713567,1.807979107,1.8135
0.330158651,0.50618726,1.209790826,1.448644638,1.803484678,1.815
0.325779706,0.502683163,1.20636785,1.447010398,1.800295472,1.8165
0.323465317,0.503719091,1.205554366,1.439582705,1.799466372,1.818
0.321028292,0.504375279,1.201175451,1.441035867,1.802540302,1.8195
0.318108082,0.502233863,1.192255735,1.442489028,1.808269978,1.821
0.323734373,0.500445664,1.184272885,1.445298791,1.811029196,1.8225
0.327940375,0.501255572,1.175831318,1.444963455,1.806174278,1.824
0.32520774,0.502959549,1.173861504,1.436941862,1.801365376,1.8255
0.320506662,0.502836943,1.174501181,1.425794125,1.798221588,1.827
0.310417235,0.498830438,1.173907399,1.421596289,1.797077775,1.8285
0.304802835,0.494336188,1.171440363,1.417837858,1.799572468,1.83
0.301767349,0.493841112,1.16660285,1.417702675,1.794736862,1.8315
0.301053524,0.494670212,1.159795523,1.416295409,1.78453207,1.833
0.298816025,0.494946599,1.165195584,1.416341424,1.78116262,1.8345
0.291838974,0.497088015,1.170834661,1.421722293,1.774476528,1.836
0.286707759,0.499981701,1.17169404,1.423040271,1.771590114,1.8375
0.27937746,0.499885619,1.17255342,1.419817805,1.768619657,1.839
0.276368499,0.494973123,1.177992105,1.416213512,1.772330523,1.8405
0.27016291,0.489546299,1.178470135,1.410142541,1.777127743,1.842
0.277692705,0.4873088,1.174885273,1.40512383,1.781905651,1.8435
0.281615019,0.48498708,1.171319962,1.400822163,1.790502429,1.845
0.284155428,0.485417217,1.178030729,1.398432374,1.790701866,1.8465
0.286293417,0.487712383,1.18977952,1.401997805,1.788303375,1.848
0.281223327,0.489204973,1.196748614,1.402275324,1.782001734,1.8495
0.281756848,0.491307974,1.202742577,1.401596904,1.779011965,1.851
0.292521656,0.49255532,1.199435472,1.400756836,1.780393839,1.8525
0.302180946,0.492040992,1.199512601,1.398960829,1.778766632,1.854
0.307100773,0.489964545,1.205306172,1.390253544,1.771140814,1.8555
0.308251977,0.492021799,1.205487251,1.391124964,1.771604776,1.857
0.305396765,0.494220853,1.206624269,1.396536946,1.777019739,1.8585
0.308996946,0.498008609,1.211184263,1.403163314,1.779141903,1.86
0.314584792,0.500291944,1.210228324,1.403556705,1.781160712,1.8615
0.316384882,0.501938224,1.214368224,1.395385385,1.776870489,1.863
0.320050001,0.502709687,1.211118937,1.390540481,1.772530079,1.8645
0.326428562,0.503899395,1.201675534,1.395771384,1.774260521,1.866
0.330293179,0.506432533,1.196753263,1.39476943,1.773830414,1.8675
0.323573321,0.509023309,1.198206544,1.394426703,1.76638484,1.869
0.325592101,0.511890411,1.199143052,1.397907615,1.756007075,1.8705
0.330504596,0.513575196,1.196256042,1.404198408,1.744516611,1.872
0.334361941,0.51308012,1.186935782,1.400212765,1.735919714,1.8735
0.33225894,0.512423992,1.181936264,1.394354105,1.733605385,1.875
0.330651045,0.511073232,1.182633996,1.393236399,1.731786013,1.8765
0.330747128,0.506237626,1.184784889,1.38516891,1.730500221,1.878
0.327454448,0.499544263,1.189325571,1.380963683,1.729935646,1.8795
0.320277929,0.498991489,1.191198826,1.385581613,1.731723785,1.881
0.316966027,0.503324747,1.189564466,1.389224291,1.732541084,1.8825
0.311815619,0.504134595,1.186534882,1.38498044,1.727724552,1.884
0.308929265,0.503278971,1.178764343,1.380497694,1.72351861,1.8855
0.307347894,0.500719309,1.1712327,1.37332809,1.726032495,1.887
0.305540472,0.498911917,1.171271205,1.370221376,1.724624157,1.8885
0.308491826,0.496571004,1.164560437,1.37189424,1.723422527,1.89
0.30739823,0.495316327,1.162868261,1.371836424,1.723917603,1.8915
0.297784656,0.495059192,1.164024591,1.365287304,1.726251245,1.893
0.293701291,0.493953705,1.165975094,1.367141247,1.731060266,1.8945
0.294749141,0.495066494,1.165057659,1.369712114,1.73438406,1.896
0.290158808,0.492218554,1.171109438,1.369176269,1.743295789,1.8975
0.285054117,0.491922975,1.177878261,1.37371695,1.750066042,1.899
0.279408604,0.493788034,1.176463604,1.382339716,1.756225824,1.9005
0.277743042,0.493872225,1.178414106,1.387358308,1.762700558,1.902
0.276142448,0.495222986,1.176598787,1.38430953,1.76384449,1.9035
0.280547947,0.497145653,1.173588514,1.387254477,1.763072968,1.905
0.279995203,0.500611305,1.164804101,1.388468742,1.766879916,1.9065
0.279177964,0.498650163,1.155799866,1.38613677,1.767497659,1.908
0.281511605,0.495126843,1.151297688,1.385697365,1.768841028,1.9095
0.29151684,0.494316995,1.1506387,1.387609243,1.773515463,1.911
0.298962444,0.493545473,1.153965116,1.384780049,1.780511856,1.9125
0.295869261,0.493269116,1.156574607,1.385296583,1.786955357,1.914
0.290795714,0.496638656,1.154501081,1.389817953,1.792331815,1.9155
0.291670591,0.499018013,1.153880596,1.391749144,1.796890974,1.917
0.297361851,0.500767767,1.153938532,1.399674296,1.79730916,1.9185
0.301606268,0.501623392,1.156825662,1.407082677,1.79281497,1.92
0.306499541,0.50071013,1.15565002,1.405668139,1.787323236,1.9215
0.310068578,0.499044597,1.154254794,1.403097153,1.780718684,1.923
0.314267248,0.499616534,1.149752617,1.399073243,1.773902655,1.9245
0.308318853,0.497874081,1.143061161,1.39710331,1.771864653,1.926
0.305509359,0.497797251,1.145508885,1.398756862,1.770153284,1.9275
0.310705513,0.49973917,1.14506948,1.393996477,1.76780057,1.929
0.317264318,0.499282509,1.142918587,1.39037323,1.772398233,1.9305
0.314048529,0.495778412,1.143893838,1.397284389,1.777490973,1.932
0.314839214,0.494588733,1.15104413,1.399654984,1.778500319,1.9335
0.322138369,0.498787403,1.160422444,1.403956652,1.781670451,1.935
0.328447342,0.501585007,1.164064884,1.406049609,1.788789272,1.9365
0.325258076,0.501032233,1.164103627,1.410054445,1.788416862,1.938
0.316853464,0.504401803,1.167507291,1.418141246,1.781247616,1.9395
0.315817505,0.501431227,1.17260313,1.424374104,1.773756266,1.941
0.321167409,0.497309446,1.171905637,1.425168157,1.769473314,1.9425
0.320234895,0.493959129,1.169735312,1.429547071,1.768752337,1.944
0.315380067,0.493913382,1.167145252,1.430619001,1.770771027,1.9455
0.309727252,0.493610442,1.163857341,1.426491022,1.77266717,1.947
0.303291053,0.492240489,1.163953781,1.434770823,1.773027897,1.9485
0.303233385,0.492240489,1.162080526,1.446778059,1.773311377,1.95
0.303528994,0.493211448,1.163333416,1.454521894,1.769884348,1.9515
0.310022831,0.496638656,1.169365883,1.459178329,1.769208908,1.953
0.313127905,0.493108064,1.170082927,1.45545125,1.770501971,1.9545
0.310702801,0.494175136,1.164644241,1.452144027,1.769370079,1.956
0.308020532,0.494213551,1.167330742,1.456703901,1.771787763,1.9575
0.30965957,0.495641172,1.166930079,1.460585713,1.774777532,1.959
0.305035353,0.492574543,1.162886739,1.468807578,1.773330688,1.9605
0.302333891,0.486652642,1.162169814,1.471274614,1.773369193,1.962
0.302076697,0.486530006,1.161911368,1.477604151,1.769259334,1.9635
0.296784461,0.489224195,1.161175132,1.482757807,1.771431804,1.965
0.297452509,0.485758543,1.158068419,1.485722184,1.774118662,1.9665
0.304133952,0.49007988,1.153728127,1.486774564,1.775385261,1.968
0.30367732,0.491507471,1.151118636,1.490197539,1.773308754,1.9695
0.303021133,0.492382348,1.150640607,1.489977956,1.771213055,1.971
0.305830628,0.492781341,1.150640607,1.488543987,1.772126436,1.9725
0.313797861,0.49149555,1.146500707,1.491670132,1.767336607,1.974
0.322022229,0.48969546,1.145448208,1.486670852,1.762777328,1.9755
0.327134222,0.491103888,1.154491067,1.477685809,1.762455225,1.977
0.328999281,0.493425608,1.15363884,1.478938699,1.767187357,1.9785
0.330530286,0.493567407,1.149996161,1.479655743,1.770119429,1.98
0.331662327,0.498068988,1.149460435,1.483976722,1.767939687,1.9815
0.334202766,0.500571012,1.15364635,1.49050653,1.764255285,1.983
0.345469952,0.503683388,1.153310657,1.494866133,1.754499912,1.9845
0.35227403,0.505997777,1.150146127,1.489627719,1.749902248,1.986
0.363913715,0.50841558,1.147459269,1.486262679,1.750378013,1.9875
0.368396074,0.510357499,1.14477253,1.489808917,1.748159885,1.989
0.36627385,0.510595441,1.136130571,1.489014626,1.746263504,1.9905
0.371527672,0.507064819,1.138979077,1.48204565,1.74781394,1.992
0.377103627,0.510350227,1.143539071,1.47481811,1.749717474,1.9935
0.37944454,0.511160135,1.143577695,1.475974441,1.745472908,1.995
0.37996617,0.510131478,1.139037013,1.477828383,1.748121381,1.9965
0.377908945,0.510607362,1.137125015,1.48519814,1.748770237,1.998
0.374366403,0.511739373,1.146665215,1.490675569,1.747998714,1.9995
0.365466654,0.515128136,1.155488253,1.49589467,1.756737471,2.001
0.361717343,0.516889811,1.156702518,1.496572852,1.765322328,2.0025
0.361003518,0.516909003,1.15508759,1.495778799,1.77035737,2.004
0.36221242,0.512510836,1.155604005,1.492853045,1.767547846,2.0055
0.359710455,0.513178945,1.159686089,1.493292451,1.765452266,2.007
0.357768506,0.511352301,1.165240645,1.496198893,1.7706604,2.0085
0.350591958,0.508001983,1.159104228,1.484162927,1.775488615,2.01
0.344167709,0.50572598,1.150300503,1.488952041,1.773412228,2.0115
0.339197546,0.50287807,1.147251725,1.487259984,1.770215631,2.013
0.33585453,0.50527668,1.153245568,1.482021689,1.773378372,2.0145
0.325765073,0.503277063,1.158541679,1.484985948,1.773911953,2.016
0.323025167,0.501400113,1.160950899,1.490740895,1.772883296,2.0175
0.317990065,0.49718222,1.164593577,1.491955042,1.764048576,2.019
0.311784476,0.493478656,1.160492182,1.487433672,1.758299589,2.0205
0.302094072,0.492469251,1.159536362,1.480025172,1.757290125,2.022
0.300620675,0.494430393,1.161428928,1.478888273,1.753014565,2.0235
0.308169693,0.49373579,1.171007633,1.479185104,1.751356363,2.025
0.322219849,0.489832699,1.16865623,1.475600362,1.746835709,2.0265
0.326675683,0.488366663,1.166027546,1.47635591,1.738315582,2.028
0.328180194,0.486501604,1.164154172,1.476814508,1.732129335,2.0295
0.324990928,0.482913375,1.163456559,1.474147081,1.730187297,2.031
0.325010121,0.485780478,1.166285753,1.469826102,1.729576945,2.0325
0.32619983,0.487188876,1.165310502,1.46624136,1.730348349,2.034
0.319203556,0.482636958,1.166686535,1.471699357,1.72961545,2.0355
0.312445223,0.479904354,1.175567508,1.47962451,1.723083019,2.037
0.307686508,0.480380237,1.184590936,1.481756091,1.722684026,2.0385
0.304136664,0.483074427,1.186024785,1.482912183,1.722845078,2.04
0.29961586,0.483235478,1.180566907,1.484307647,1.713553667,2.0415
0.300567627,0.484187216,1.172900081,1.481582284,1.705805063,2.043
0.303982913,0.483788222,1.168779492,1.481562972,1.703341603,2.0445
0.311988592,0.486205995,1.162947297,1.487020969,1.708465576,2.046
0.315634489,0.488470078,1.166751742,1.495604992,1.709597588,2.0475
0.322508156,0.487782776,1.170737267,1.497239351,1.714099169,2.049
0.32643044,0.485802442,1.171874166,1.492821932,1.717879534,2.0505
0.32036671,0.486420155,1.174005866,1.487706661,1.718463421,2.052
0.312637419,0.491493702,1.179463863,1.484541893,1.71981883,2.0535
0.314502478,0.490207911,1.185677409,1.479982018,1.721592426,2.055
0.313036412,0.487835854,1.187492728,1.480162978,1.723181009,2.0565
0.315035999,0.487148583,1.18462491,1.484006166,1.721849561,2.058
0.307145655,0.482063115,1.181699157,1.481855273,1.721508145,2.0595
0.300882429,0.479729503,1.177817583,1.477753878,1.721212626,2.061
0.302444577,0.481118679,1.174633622,1.470726967,1.719907522,2.0625
0.305492014,0.485221267,1.17547369,1.467103601,1.720671773,2.064
0.304720551,0.485079408,1.173245668,1.465114355,1.72888875,2.0655
0.305549681,0.484365582,1.181074142,1.46718812,1.736399412,2.067
0.305066466,0.481748283,1.183386803,1.470695615,1.743472457,2.0685
0.312178046,0.480243832,1.184465885,1.473505497,1.745484114,2.07
0.316891044,0.480481774,1.188709736,1.474125981,1.745373249,2.0715
0.306563675,0.479510784,1.191739202,1.470722318,1.742890477,2.073
0.299863011,0.47925365,1.190447807,1.466782689,1.745661497,2.0745
0.295085043,0.478854656,1.188516736,1.462423205,1.745481253,2.076
0.290429711,0.481748283,1.187799811,1.460692286,1.743462443,2.0775
0.285233557,0.478950739,1.180772662,1.458244562,1.742138147,2.079
0.282474399,0.47880888,1.179519773,1.454802275,1.747714281,2.0805
0.281618774,0.479998589,1.171814442,1.457334518,1.751521111,2.082
0.282313347,0.478873849,1.17536056,1.462514997,1.753931761,2.0835
0.277374327,0.480635494,1.18324697,1.462618828,1.756806135,2.085
0.279277831,0.483843982,1.183227777,1.459854841,1.760862947,2.0865
0.284531653,0.48300755,1.184661627,1.45647049,1.755229354,2.088
0.287939638,0.484113038,1.182252526,1.456929207,1.756181121,2.0895
0.283676028,0.479734123,1.17556107,1.453286529,1.756104231,2.091
0.288312107,0.479001075,1.170341969,1.452769995,1.748992682,2.0925
0.29253,0.476383775,1.165982366,1.44848752,1.744748116,2.094
0.290749133,0.475059569,1.162856221,1.442674756,1.743712306,2.0955
0.285495311,0.474783182,1.165284753,1.441182852,1.748593688,2.097
0.281109035,0.474153548,1.166059613,1.441919208,1.751256704,2.0985
0.286593497,0.47296387,1.164903164,1.445025921,1.75181675,2.1
0.293447912,0.470327348,1.163766265,1.446718097,1.749855757,2.1015
0.29762736,0.471613139,1.160678744,1.447874546,1.751655817,2.103
0.299864888,0.472898901,1.169340014,1.447377205,1.750466108,2.1045
0.308668554,0.473002315,1.172963381,1.446344137,1.754568577,2.106
0.313749403,0.474648654,1.168881297,1.447978377,1.75377059,2.1075
0.315023243,0.4781335,1.169521213,1.440330863,1.756798863,2.109
0.316212952,0.482884943,1.171471715,1.434155941,1.760091543,2.1105
0.324302793,0.484865308,1.171652675,1.439012766,1.759055495,2.112
0.333356291,0.483103633,1.170457721,1.448371649,1.754020452,2.1135
0.33170265,0.48225531,1.168823481,1.460979819,1.762701511,2.115
0.336737752,0.480673969,1.172705173,1.473091006,1.762920141,2.1165
0.345303476,0.485033661,1.17941606,1.483845234,1.764823675,2.118
0.350718349,0.485213935,1.182264447,1.484542727,1.767955303,2.1195
0.3496705,0.48577404,1.18210268,1.484207273,1.767306566,2.121
0.351585925,0.490249068,1.178756952,1.483212829,1.765698552,2.1225
0.351900727,0.498189747,1.178040028,1.488212109,1.760187626,2.124
0.356524915,0.50660634,1.18046844,1.491241693,1.759235859,2.1255
0.362300396,0.509262085,1.186022878,1.485887647,1.763871908,2.127
0.366410255,0.512271047,1.189368725,1.485054731,1.767794132,2.1285
0.366057038,0.514450908,1.194387436,1.485675216,1.763499498,2.13
0.366057038,0.510252237,1.18835485,1.481754899,1.76373744,2.1315
0.364449114,0.508033931,1.190725327,1.479507446,1.76290822,2.133
0.363021493,0.503635764,1.197158694,1.477479935,1.764028311,2.1345
0.361851037,0.499302566,1.204605818,1.480231881,1.759392262,2.136
