mass0,mass0_5,mass1_0,mass1_5,mass2,time_minutes
0.728682637,0.614807308,1.25118947,1.251454115,1.861050487,6.498
0.723513007,0.619558692,1.245253563,1.24323225,1.858861089,6.4995
0.711919069,0.624613047,1.240732193,1.245286465,1.853236675,6.501
0.709873736,0.629628897,1.23551321,1.256958127,1.849173903,6.5025
0.717326641,0.630438864,1.234395385,1.26295197,1.848850369,6.504
0.719609916,0.629525542,1.234673023,1.265619397,1.846977234,6.5055
0.715687633,0.632561088,1.231307864,1.271871567,1.84172678,6.507
0.71251756,0.634168983,1.233697772,1.282942057,1.837968349,6.5085
0.704550326,0.631236851,1.226050258,1.287043333,1.843102932,6.51
0.699707389,0.629314125,1.236145496,1.288477182,1.845053196,6.5115
0.697784722,0.628646016,1.247474313,1.284376025,1.850161076,6.513
0.69784236,0.630576134,1.255476594,1.288400054,1.859131455,6.5145
0.692235291,0.630364656,1.256729364,1.289795399,1.858025551,6.516
0.695431888,0.625252724,1.257762551,1.290512204,1.857798576,6.5175
0.708499193,0.621921599,1.264350176,1.295970321,1.863171935,6.519
0.714743197,0.617247045,1.272610784,1.301227927,1.862874985,6.5205
0.717790604,0.612495661,1.278462172,1.297165275,1.864567399,6.522
0.722522795,0.60829699,1.27547121,1.288503885,1.863437653,6.5235
0.719859779,0.606136322,1.277441025,1.291132808,1.862404466,6.525
0.713036478,0.607782662,1.278015494,1.297804952,1.86215806,6.5265
0.714920759,0.604651034,1.276678085,1.298340917,1.861873269,6.528
0.719069064,0.601415992,1.277711272,1.295970321,1.863642693,6.5295
0.718573987,0.594039977,1.273945332,1.295711994,1.860936522,6.531
0.724123359,0.587481141,1.269901991,1.296609998,1.857656121,6.5325
0.73514539,0.583359361,1.262628555,1.295835257,1.859703064,6.534
0.747164786,0.579713464,1.258843422,1.301751852,1.863164663,6.5355
0.756547749,0.583006144,1.261549592,1.304877877,1.861148953,6.537
0.764921308,0.58342433,1.25469625,1.302287817,1.865184903,6.5385
0.768785954,0.584909618,1.254773498,1.303979993,1.863014936,6.54
0.771030784,0.58185482,1.257660627,1.307345033,1.861168146,6.5415
0.771782994,0.579038084,1.261006355,1.313319564,1.865296245,6.543
0.76186651,0.583912134,1.262124062,1.316187382,1.86948216,6.5445
0.755995035,0.588786125,1.261407137,1.322084785,1.871297479,6.546
0.750407159,0.587757528,1.254676938,1.324119806,1.87795043,6.5475
0.744896173,0.593698621,1.247688413,1.322589397,1.878590107,6.549
0.743468523,0.595441103,1.247630596,1.325522423,1.880417466,6.5505
0.745655715,0.595859289,1.243309498,1.324593186,1.882942438,6.552
0.755752444,0.59526813,1.244504452,1.322966337,1.884653926,6.5535
0.761025548,0.599075079,1.246597409,1.327275276,1.890331507,6.555
0.763719678,0.598760247,1.250879884,1.325131774,1.893781185,6.5565
0.771114945,0.60020709,1.252074838,1.324680448,1.899929523,6.558
0.768478394,0.603312194,1.252610564,1.33402741,1.90355289,6.5595
0.759359956,0.602675259,1.256634712,1.330747008,1.903915048,6.561
0.751669109,0.60237968,1.253986597,1.325754881,1.901609898,6.5625
0.752382874,0.597145081,1.253288865,1.32122159,1.900699735,6.564
0.745797575,0.597659349,1.249006629,1.319317102,1.89940834,6.5655
0.744922698,0.598553419,1.241320491,1.320338249,1.903613448,6.567
0.74501884,0.600990474,1.235403776,1.323949575,1.906616449,6.5685
0.749681413,0.602257013,1.234344006,1.328077674,1.906073332,6.57
0.747585714,0.594450891,1.230674624,1.320992708,1.9055686,6.5715
0.736429274,0.590966046,1.23246336,1.309424877,1.900904775,6.573
0.733021259,0.592907965,1.232598543,1.305265665,1.900084019,6.5745
0.743375182,0.58799547,1.231099367,1.304749012,1.898526907,6.576
0.750513256,0.587404251,1.23035574,1.306163669,1.894244432,6.5775
0.746944189,0.582446098,1.234133482,1.306880713,1.895400763,6.579
0.741510153,0.575783849,1.23691678,1.305207729,1.899070144,6.5805
0.732307434,0.5721187,1.239557624,1.303754687,1.897023082,6.582
0.719201744,0.571604371,1.24164319,1.303477049,1.897998452,6.5835
0.711986721,0.57526952,1.24183619,1.303735375,1.898761272,6.585
0.710900486,0.577134609,1.239161491,1.293697953,1.90489018,6.5865
0.714926183,0.580246925,1.229633331,1.28539145,1.915675879,6.588
0.713993669,0.582465291,1.230123281,1.278518796,1.92011261,6.5895
0.707646251,0.590574324,1.227745414,1.274972677,1.918840528,6.591
0.706398845,0.59420836,1.225348234,1.274571896,1.921153069,6.5925
0.704142153,0.593456089,1.226794124,1.269792318,1.923180938,6.594
0.696412861,0.593609869,1.230849504,1.264153123,1.92424047,6.5955
0.69266355,0.594542384,1.232237458,1.260645747,1.93002224,6.597
0.703228831,0.598073006,1.23697114,1.266774774,1.928033113,6.5985
0.718353391,0.600690305,1.238301039,1.272903681,1.93078506,6.6
0.727671385,0.598111391,1.24343574,1.275390029,1.929836392,6.6015
0.729517221,0.597037077,1.246658325,1.275764108,1.930695891,6.603
0.726231813,0.593963146,1.250119925,1.273787022,1.933143616,6.6045
0.728791475,0.592458606,1.243486285,1.268922806,1.935468197,6.606
0.729839325,0.595770478,1.234262466,1.26501441,1.934982777,6.6075
0.73946023,0.598265171,1.231491089,1.256604075,1.934975624,6.609
0.744264662,0.599236131,1.235372782,1.252495527,1.934451699,6.6105
0.741017699,0.596722245,1.237284541,1.255479097,1.92877388,6.612
0.742740929,0.599358797,1.241385937,1.260632873,1.91953814,6.6135
0.741789162,0.598806024,1.250027895,1.264314055,1.913887143,6.615
0.742065549,0.592896044,1.256060481,1.26658082,1.913686752,6.6165
0.741486311,0.589165926,1.259903431,1.275319338,1.914480925,6.618
0.740707517,0.587795973,1.259922862,1.278264403,1.90846765,6.6195
0.74470669,0.589081764,1.254645824,1.278541923,1.904566884,6.621
0.749381244,0.589043319,1.256280065,1.273542643,1.901097894,6.6225
0.748467922,0.591403484,1.258153439,1.277585983,1.89874661,6.624
0.74598515,0.593383789,1.258592725,1.273781538,1.900812864,6.6255
0.74329102,0.592367113,1.258095503,1.269518495,1.898099542,6.627
0.737683892,0.594643056,1.251804709,1.268562675,1.895948648,6.6285
0.731317282,0.599041224,1.253716588,1.271372437,1.89865458,6.63
0.72621721,0.601696968,1.254853606,1.27207005,1.89808023,6.6315
0.718745053,0.601696968,1.263399124,1.273006797,1.896569133,6.633
0.716334581,0.598507702,1.27760303,1.275176883,1.896873236,6.6345
0.716880023,0.592624307,1.280813575,1.278800249,1.896279573,6.636
0.714777052,0.590566993,1.276195645,1.279316902,1.896021128,6.6375
0.719393909,0.590194583,1.275401592,1.272980094,1.895601153,6.639
0.714596748,0.591165543,1.278870463,1.26658535,1.891958475,6.6405
0.712969601,0.593821287,1.277081847,1.261366367,1.888574243,6.642
0.716738224,0.599171162,1.270494103,1.26236093,1.885609865,6.6435
0.719915569,0.602740228,1.27633357,1.262819529,1.888238668,6.645
0.724140763,0.604225516,1.288224816,1.263575196,1.89084816,6.6465
0.72770977,0.606463015,1.291073322,1.270324588,1.89084816,6.648
0.727156997,0.608186245,1.286771655,1.275381804,1.894652605,6.6495
0.727118611,0.604617178,1.282508492,1.269206882,1.901776075,6.651
0.726224542,0.607150316,1.28065455,1.264982343,1.896745563,6.6525
0.72635901,0.60927248,1.278600097,1.263147831,1.894517422,6.654
0.726827621,0.606044769,1.280149937,1.267784953,1.892902493,6.6555
0.723734379,0.607729554,1.27710104,1.275767922,1.888219357,6.657
0.725457609,0.611375511,1.2721982,1.280327916,1.879661918,6.6585
0.726601601,0.617316604,1.267314792,1.289706111,1.874669909,6.66
0.726022243,0.623971522,1.2607584,1.291101456,1.873571396,6.6615
0.727353811,0.63175118,1.258226037,1.290126204,1.873190045,6.663
0.730209112,0.633743405,1.259155273,1.295106292,1.874701142,6.6645
0.728505075,0.632983923,1.260065317,1.299847364,1.877187371,6.666
0.733244598,0.630700588,1.261653662,1.304607749,1.883709908,6.6675
0.736383498,0.626989722,1.263261318,1.311079621,1.883748531,6.669
0.734698772,0.621144712,1.267975688,1.318526745,1.881855965,6.6705
0.735232294,0.61918354,1.264545321,1.316931009,1.877689481,6.672
0.732139111,0.617118955,1.263227224,1.319378853,1.875111103,6.6735
0.730377436,0.615806699,1.264738321,1.312564015,1.871603608,6.675
0.733831167,0.612951458,1.268820405,1.312163353,1.863697886,6.6765
0.729433,0.61461699,1.270589709,1.312240601,1.859434605,6.678
0.725015581,0.614340663,1.276402593,1.311982155,1.864045262,6.6795
0.72590971,0.617748618,1.279089332,1.312718511,1.871866584,6.681
0.72904861,0.622526586,1.284127235,1.31030941,1.874946594,6.6825
0.736624122,0.620925963,1.288667917,1.304573774,1.877452254,6.684
0.738650262,0.618289471,1.291755557,1.295951009,1.882101417,6.6855
0.744226277,0.614862204,1.29513979,1.2887429,1.88551712,6.687
0.749879003,0.612348318,1.299299002,1.290596843,1.885193586,6.6885
0.751191318,0.609976292,1.300112486,1.29412365,1.884708285,6.69
0.757216692,0.607443213,1.303496838,1.292832255,1.884442568,6.6915
0.76641202,0.60861361,1.309710503,1.290384531,1.881794453,6.693
0.762919784,0.605938673,1.313811779,1.284390688,1.882207274,6.6945
0.756810308,0.601470947,1.316259503,1.276962757,1.882924199,6.696
0.753241301,0.597099304,1.319643974,1.265892386,1.882504106,6.6975
0.754868448,0.590425193,1.325599194,1.254802585,1.882562041,6.699
0.76072073,0.582227349,1.332252145,1.248492599,1.889330745,6.7005
0.75824523,0.58342433,1.333724618,1.24696219,1.891739964,6.702
0.756656647,0.585573077,1.326651692,1.246827006,1.888872147,6.7035
0.76214838,0.583727241,1.32470119,1.245018959,1.887554049,6.705
0.761633992,0.577682734,1.322311401,1.241653919,1.885861754,6.7065
0.757493019,0.570229769,1.318965554,1.238928556,1.884782672,6.708
0.762328625,0.565137029,1.321613669,1.236184001,1.881760359,6.7095
0.761833549,0.560301423,1.32479775,1.235389709,1.878402829,6.711
0.762528121,0.559054136,1.318345189,1.235551476,1.880341291,6.7125
0.763537526,0.561863601,1.307112932,1.228143096,1.88475883,6.714
0.758180261,0.560693145,1.301319361,1.220973492,1.887426257,6.7155
0.751272857,0.560217261,1.305343509,1.217666388,1.891889691,6.717
0.74821806,0.563824773,1.301500559,1.217265487,1.895474434,6.7185
0.746610165,0.561729074,1.295525908,1.218298674,1.901803851,6.72
0.748609781,0.562051177,1.291424632,1.219054341,1.896973491,6.7215
0.753741026,0.566603124,1.284416795,1.221282363,1.898877978,6.723
0.755026758,0.575894535,1.278862238,1.222296238,1.900705457,6.7245
0.749592662,0.584234238,1.273624063,1.224362493,1.9072932,6.726
0.748917282,0.592259109,1.271951079,1.227107167,1.907034874,6.7275
0.748821199,0.592612386,1.272552252,1.226305723,1.911930323,6.729
0.744358063,0.590566993,1.279347658,1.22271359,1.922372937,6.7305
0.745521188,0.59227103,1.279586554,1.225574136,1.921339869,6.732
0.755096316,0.595517933,1.272100925,1.230068803,1.920881271,6.7335
0.757237732,0.595775127,1.272262573,1.22888577,1.921902418,6.735
0.752640009,0.595614076,1.270751595,1.226985931,1.922993422,6.7365
0.750344932,0.596585035,1.262768626,1.230382204,1.92991662,6.738
0.748165011,0.598423541,1.266495824,1.231847405,1.931104183,6.7395
0.742891967,0.601689696,1.268569469,1.235424876,1.926228166,6.741
0.741901815,0.603715777,1.271417856,1.239719272,1.922481418,6.7425
0.741824925,0.604371905,1.270940065,1.239472866,1.920654178,6.744
0.736275554,0.604114771,1.27635932,1.236616969,1.918672442,6.7455
0.732867479,0.606371522,1.276282072,1.237087607,1.914416552,6.747
0.740224361,0.610608637,1.276902556,1.237060905,1.919435263,6.7485
0.742411494,0.613129854,1.283555388,1.241814137,1.920734048,6.75
0.750881135,0.610570192,1.285170436,1.246089101,1.926462293,6.7515
0.752803862,0.607419372,1.289175272,1.248413563,1.92558372,6.753
0.748540163,0.603316784,1.284796357,1.239983916,1.923729777,6.7545
0.749066472,0.600661039,1.283782601,1.239421487,1.918051958,6.756
0.753149748,0.601374865,1.283265948,1.239976645,1.913357019,6.7575
0.747009158,0.59848851,1.288924336,1.235035181,1.917535424,6.759
0.74028933,0.594232202,1.293426394,1.235389948,1.918278933,6.7605
0.741832256,0.594155312,1.296475291,1.234033346,1.916205406,6.762
0.743593931,0.597827733,1.294725299,1.227419019,1.916386485,6.7635
0.742024422,0.60080564,1.296741009,1.219208956,1.91326046,6.765
0.737580538,0.601089299,1.293518424,1.213589191,1.908842921,6.7665
0.733811975,0.603173077,1.293421745,1.212968826,1.901661396,6.768
0.740493417,0.602536142,1.295398951,1.210236073,1.904541254,6.7695
0.746223092,0.599719346,1.292577147,1.20742619,1.90604496,6.771
0.751020253,0.596986711,1.290013552,1.21347785,1.906496167,6.7725
0.753238559,0.595064044,1.292248964,1.213535786,1.905255318,6.774
0.746480286,0.591951609,1.292113781,1.211940289,1.903995156,6.7755
0.73864758,0.5881446,1.293412685,1.209608316,1.896289706,6.777
0.733090878,0.585488915,1.294271946,1.21137774,1.889224172,6.7785
0.73745054,0.58754611,1.292444706,1.218663096,1.892227054,6.78
0.737849593,0.586375654,1.295894384,1.229752779,1.891968846,6.7815
0.737657368,0.587442756,1.291877508,1.236999631,1.899138331,6.783
0.735818863,0.588509798,1.286723852,1.242450118,1.905907154,6.7845
0.734867096,0.590071917,1.282506585,1.25007093,1.905455709,6.786
0.733581305,0.594792247,1.282629728,1.256018996,1.910524964,6.7875
0.729498029,0.597943068,1.276061416,1.26336205,1.911338329,6.789
0.723073721,0.595203161,1.268853307,1.274949193,1.910937667,6.7905
0.723073721,0.594623804,1.271443486,1.280561566,1.910421133,6.792
0.725993872,0.595433712,1.279711485,1.287187934,1.913986564,6.7935
0.730740726,0.592302144,1.283935905,1.289712906,1.91866231,6.795
0.72904402,0.590540528,1.287424207,1.291262627,1.917139411,6.7965
0.721874833,0.595337629,1.28975606,1.290280104,1.914937854,6.798
0.722389102,0.598623037,1.288302898,1.290492296,1.919362664,6.7995
0.726034999,0.594662309,1.286371708,1.29120183,1.919466496,6.801
0.730022311,0.595061302,1.279880524,1.297647119,1.918730378,6.8025
0.726929128,0.598469257,1.271697283,1.294313431,1.927353144,6.804
0.721920609,0.60170424,1.27118063,1.288828731,1.930706143,6.8055
0.713676989,0.602045655,1.267576575,1.290552258,1.928898215,6.807
0.712306976,0.602045655,1.262079954,1.28315556,1.925035834,6.8085
0.712383866,0.599351466,1.26618135,1.273627639,1.922484279,6.81
0.717772245,0.597988784,1.27165854,1.265294313,1.916871786,6.8115
0.724871874,0.592896044,1.270664096,1.261081934,1.918486595,6.813
0.728582799,0.587661445,1.270683289,1.267184258,1.917415023,6.8145
0.729618728,0.588060439,1.278311491,1.260639787,1.92007041,6.816
0.734995127,0.588658929,1.284505725,1.250233054,1.925173759,6.8175
0.734596133,0.585431218,1.281599402,1.248113394,1.92912066,6.819
0.740003765,0.584107041,1.279190183,1.246329188,1.930974483,6.8205
0.737900734,0.585496187,1.276044726,1.245262146,1.935773492,6.822
0.735456407,0.588781595,1.268894672,1.250848055,1.935276151,6.8235
0.740645289,0.586544037,1.267957926,1.253087997,1.930581093,6.825
0.740292013,0.585676432,1.264095545,1.250968456,1.92785573,6.8265
0.735398769,0.586827755,1.263579011,1.254861951,1.930569172,6.828
0.734627247,0.587503076,1.274333477,1.25582993,1.932191491,6.8295
0.742222071,0.586731672,1.283414721,1.262371659,1.928278565,6.831
0.748485267,0.586628199,1.287438869,1.26863575,1.921536446,6.8325
0.75629878,0.588293791,1.292877555,1.271850944,1.918475628,6.834
0.763835788,0.591766715,1.294053197,1.28598237,1.91714561,6.8355
0.763862371,0.594545126,1.284235477,1.295333862,1.919361591,6.837
0.758017361,0.593869746,1.276329756,1.301081538,1.917095065,6.8385
0.753868997,0.594641209,1.273901343,1.3031286,1.908788443,6.84
0.747836411,0.599354148,1.273145795,1.303741574,1.906864643,6.8415
0.739489436,0.60214448,1.274321318,1.311485529,1.905727744,6.843
0.739116907,0.603771567,1.277350903,1.313254952,1.899753094,6.8445
0.739895701,0.606646001,1.277370214,1.315941811,1.897640824,6.846
0.73621136,0.608131289,1.271854281,1.318447351,1.898261189,6.8475
0.736326694,0.608922005,1.270859838,1.32113409,1.898927569,6.849
0.73779273,0.612233877,1.272733092,1.325216055,1.904250503,6.8505
0.72768414,0.616136968,1.271919727,1.328762293,1.910476089,6.852
0.720469117,0.616175413,1.279011846,1.328762293,1.908144236,6.8535
0.716707885,0.617223263,1.283456087,1.324680209,1.900696993,6.855
0.715280294,0.61413002,1.278541207,1.319029212,1.893003702,6.8565
0.716013312,0.607571244,1.272470117,1.314812064,1.894029379,6.858
0.720476389,0.603314877,1.271953583,1.309399962,1.892653346,6.8595
0.715126514,0.598601937,1.272373676,1.305622101,1.893370271,6.861
0.708226323,0.598498523,1.276178002,1.291529417,1.895941377,6.8625
0.707447529,0.603211522,1.276178002,1.294184923,1.896897197,6.864
0.706572711,0.610246181,1.275642276,1.298093319,1.906359911,6.8655
0.711511731,0.616110444,1.277554154,1.299631,1.907161593,6.867
0.719801068,0.616367579,1.275842547,1.29684782,1.902058363,6.8685
0.731575251,0.613332033,1.274686337,1.293386221,1.893616676,6.87
0.732738435,0.610058606,1.27115941,1.296396375,1.892602921,6.8715
0.736679912,0.607518196,1.272315741,1.298392892,1.895412683,6.873
0.737811923,0.604939342,1.275661469,1.296947002,1.899197936,6.8745
0.736172915,0.605395973,1.278128624,1.290043116,1.900308132,6.876
0.738951325,0.603454053,1.279362082,1.282919526,1.899668455,6.8775
0.746308148,0.602245092,1.278702974,1.277888894,1.905107141,6.879
0.751523495,0.601646662,1.276513696,1.275305986,1.909196734,6.8805
0.751838326,0.605703473,1.274659753,1.274873972,1.918536305,6.882
0.752943873,0.610577524,1.272786379,1.273544073,1.927236319,6.8835
0.750763953,0.614718556,1.274220228,1.277413845,1.926738858,6.885
0.752564013,0.62133503,1.269879937,1.279610395,1.930535913,6.8865
0.753135979,0.624581933,1.268684983,1.278538823,1.93543148,6.888
0.75097537,0.628665328,1.268646479,1.280296206,1.936645627,6.8895
0.749509275,0.628465772,1.269983888,1.277454972,1.935747623,6.891
0.751850188,0.622659206,1.269964457,1.27608645,1.937297344,6.8925
0.75127095,0.622125685,1.2682724,1.273503542,1.943911552,6.894
0.747759581,0.625913441,1.266360521,1.267813802,1.950984716,6.8955
0.74161166,0.62627399,1.266102076,1.266445279,1.956539154,6.897
0.742087543,0.623798609,1.269447923,1.26250577,1.959175348,6.8985
0.735052824,0.621323109,1.271359801,1.256893277,1.959117413,6.9
0.733863115,0.622846842,1.275422573,1.25151968,1.95987308,6.9015
0.736357808,0.621914268,1.277554154,1.250170469,1.95650804,6.903
0.738595366,0.618859529,1.277954936,1.253142118,1.949739337,6.9045
0.740928948,0.616196513,1.278116703,1.257089019,1.940187216,6.906
0.746927738,0.615540385,1.275726795,1.267688751,1.939301133,6.9075
0.750316501,0.616710782,1.271386385,1.261301517,1.940010786,6.909
0.746194661,0.615141392,1.267285228,1.255392194,1.938144803,6.9105
0.743834555,0.614761591,1.262725115,1.257427096,1.939528108,6.912
0.739352167,0.613886714,1.266329169,1.2637254,1.936312914,6.9135
0.746444523,0.615333557,1.270172238,1.272355437,1.936339617,6.915
0.75210923,0.614600539,1.27480948,1.278854012,1.928614855,6.9165
0.753241301,0.612420619,1.276798487,1.274578929,1.923202753,6.918
0.749004185,0.613011837,1.275804043,1.271537304,1.919960976,6.9195
0.744824708,0.61213696,1.277916193,1.271641254,1.921194434,6.921
0.745242953,0.607719541,1.27953124,1.272203684,1.926471353,6.9225
0.748374581,0.607803702,1.275210261,1.273302197,1.927685618,6.924
0.75308758,0.612877309,1.266768575,1.277765632,1.924397707,6.9255
0.762359738,0.617333114,1.26075542,1.278004527,1.923422456,6.927
0.768320084,0.619770169,1.261453032,1.279419065,1.916827559,6.9285
0.770975828,0.618818402,1.260200143,1.28774488,1.913959742,6.93
0.762398183,0.618227243,1.259702921,1.288901329,1.918635607,6.9315
0.75330627,0.618138433,1.264204979,1.278567076,1.923407793,6.933
0.749583423,0.616422534,1.269940615,1.268529773,1.926857471,6.9345
0.750297248,0.613348603,1.277090788,1.277314186,1.931159258,6.936
0.751866758,0.6110726,1.27874434,1.28293407,1.932747364,6.9375
0.752246499,0.608892739,1.281095624,1.283296227,1.930053353,6.939
0.754395247,0.608102083,1.271956325,1.27937603,1.932998419,6.9405
0.752499044,0.60485512,1.265704036,1.274719477,1.935141921,6.942
0.748223484,0.599942684,1.255809307,1.269823909,1.943240881,6.9435
0.742416978,0.598284364,1.25121069,1.266142726,1.948633432,6.945
0.747805297,0.601339102,1.254957318,1.26310122,1.944454908,6.9465
0.750583649,0.601319909,1.254220843,1.259543061,1.931950569,6.948
0.751734912,0.599692822,1.253504038,1.256979585,1.925019979,6.9495
0.74826932,0.60020709,1.25515759,1.258860111,1.921901464,6.951
0.746449947,0.602149069,1.258426189,1.249928594,1.926137686,6.9525
0.745839536,0.600786388,1.258368254,1.246693969,1.926415324,6.954
0.738509297,0.596587718,1.25785172,1.246766567,1.932513118,6.9555
0.735500276,0.595064044,1.258032799,1.241859078,1.94167161,6.957
0.736367822,0.594922185,1.257697225,1.242964864,1.942492485,6.9585
0.73456049,0.596304059,1.250450492,1.247397065,1.941995263,6.96
0.728040099,0.600161314,1.24995327,1.251809955,1.937905908,6.9615
0.719796479,0.599769711,1.249637127,1.247916341,1.93368876,6.963
0.720130503,0.603434801,1.256949067,1.238984823,1.930157304,6.9645
0.714592993,0.605891109,1.257627368,1.232223392,1.92992568,6.966
0.702753782,0.603569388,1.259739637,1.221179485,1.931217194,6.9675
0.696156561,0.601903796,1.257769823,1.223757863,1.934200644,6.969
0.700876832,0.603684664,1.2584095,1.226633072,1.929841042,6.9705
0.705950379,0.605285287,1.258532763,1.230942011,1.922000527,6.972
0.702047348,0.603324056,1.258016229,1.234591961,1.923982263,6.9735
0.699610293,0.601942182,1.256983042,1.236407399,1.93013072,6.975
0.701494575,0.601865411,1.258798361,1.241807461,1.931738257,6.9765
0.706407011,0.598212123,1.260833383,1.240373611,1.934914947,6.978
0.697584152,0.596604228,1.258385777,1.241568565,1.93013525,6.9795
0.691674232,0.595852017,1.258566737,1.245986104,1.931619763,6.981
0.691313624,0.593672097,1.25801158,1.249131441,1.934996724,6.9825
0.688638687,0.59587121,1.262351871,1.244170666,1.929927588,6.984
0.694510221,0.602744818,1.267887115,1.23680079,1.921389461,6.9855
0.69951421,0.603458643,1.273383737,1.228752613,1.91732657,6.987
0.703282714,0.601896465,1.275017977,1.220265031,1.916790724,6.9885
0.712401211,0.600372791,1.27235055,1.221213579,1.914729118,6.99
0.713552475,0.59945941,1.267809868,1.229112029,1.913048863,6.9915
0.717996418,0.59856534,1.264483452,1.241551161,1.914456129,6.993
0.726999521,0.600783706,1.264263749,1.249449492,1.914436698,6.9945
0.732368648,0.604525685,1.264922738,1.246115685,1.905782819,6.996
0.731255889,0.60882777,1.266117692,1.248536944,1.906977773,6.9975
0.735300779,0.608274996,1.271413922,1.250919342,1.907991529,6.999
0.732882977,0.608570635,1.274281859,1.25234592,1.910400748,7.0005
0.731474638,0.611920953,1.273745894,1.255464673,1.914999366,7.002
0.731854379,0.612082005,1.270639062,1.254979253,1.923918962,7.0035
0.734517395,0.613850951,1.274740458,1.257581472,1.928833723,7.005
0.742871702,0.616449058,1.28457737,1.262095571,1.933012247,7.0065
0.752170503,0.615696788,1.284797072,1.263263822,1.928194165,7.008
0.758851886,0.615953922,1.2824651,1.259652257,1.923672676,7.0095
0.766182184,0.611510038,1.276212931,1.259845376,1.926513791,7.011
0.769873857,0.608996153,1.273106098,1.264818072,1.932488441,7.0125
0.773539007,0.60717684,1.274062037,1.269474626,1.93159771,7.014
0.771044374,0.604636431,1.270916581,1.274828792,1.937256098,7.0155
0.767006755,0.606590271,1.273784399,1.278012753,1.943611979,7.017
0.766788006,0.605266035,1.278783798,1.28020215,1.946511269,7.0185
0.772318184,0.604989648,1.281354785,1.273865461,1.951857924,7.02
0.772633076,0.604617178,1.287969112,1.273761749,1.953323126,7.0215
0.77221483,0.604405761,1.291515231,1.273677111,1.961240888,7.023
0.765732884,0.602091372,1.28976512,1.266843081,1.963630795,7.0245
0.762916028,0.604079068,1.289468288,1.258517146,1.968402982,7.026
0.764973283,0.607789934,1.293291926,1.24682641,1.973795772,7.0275
0.770496249,0.606838226,1.296818852,1.240354538,1.973194599,7.029
0.772019863,0.607847571,1.303452373,1.233643651,1.967200756,7.0305
0.76832819,0.605706215,1.300985336,1.231176734,1.962440372,7.032
0.763922691,0.600478888,1.29467535,1.227772951,1.962860465,7.0335
0.758630455,0.598080277,1.297963142,1.224427104,1.967343211,7.035
0.753691435,0.599346876,1.299759269,1.217199683,1.969397545,7.0365
0.745858788,0.598337471,1.303725362,1.213614941,1.969216466,7.038
0.747992873,0.595919669,1.300541401,1.21245873,1.971005201,7.0395
0.752191544,0.598195672,1.298074365,1.207995296,1.973873019,7.041
0.753554225,0.601231098,1.301601291,1.205004334,1.972277403,7.0425
0.752203465,0.604324341,1.298016429,1.205856323,1.970423341,7.044
0.749985158,0.605199218,1.299211383,1.197885275,1.964161873,7.0455
0.741960287,0.60611248,1.302537799,1.202942491,1.968596101,7.047
0.735516787,0.605168104,1.294870973,1.205810308,1.963442206,7.0485
0.73965776,0.60078907,1.29610455,1.207282901,1.956079841,7.05
0.744873166,0.594403267,1.299450397,1.204711914,1.952159524,7.0515
0.746396899,0.590350986,1.294173479,1.21131897,1.945945859,7.053
0.751593053,0.586382985,1.290569425,1.221290946,1.940850019,7.0545
0.749535799,0.583926737,1.289910316,1.227219701,1.935380101,7.056
0.746976137,0.585135639,1.284155369,1.232689619,1.934250474,7.0575
0.751888633,0.586659312,1.276947379,1.23192668,1.930653691,7.059
0.751328588,0.585013032,1.271708965,1.236822128,1.933714628,7.0605
0.746569872,0.588755012,1.269099355,1.238094449,1.932060957,7.062
0.752794683,0.593790174,1.271786213,1.239385724,1.928992748,7.0635
0.757611096,0.594008863,1.272942424,1.238429785,1.927254558,7.065
0.751528084,0.590639353,1.269099355,1.236240506,1.931664705,7.0665
0.745046139,0.585231721,1.263602734,1.241401434,1.936811209,7.068
0.747579277,0.583566189,1.260534525,1.246581912,1.934020638,7.0695
0.747096062,0.583823323,1.258345127,1.243540406,1.931992888,7.071
0.75105685,0.584311128,1.254243851,1.25704658,1.925166249,7.0725
0.756721497,0.585957408,1.253345847,1.264158249,1.923292994,7.074
0.756219149,0.58949995,1.257389188,1.262188435,1.92701292,7.0755
0.748033226,0.594869137,1.250639796,1.263822794,1.932082176,7.077
0.748386502,0.600000262,1.244665146,1.276269197,1.936060429,7.0785
0.746129751,0.599029303,1.246118426,1.285990238,1.936060429,7.08
0.737153053,0.598457336,1.239904761,1.282089353,1.934406757,7.0815
0.735211194,0.600867867,1.236597657,1.280081034,1.93992269,7.083
0.738722563,0.602552652,1.239064813,1.278808832,1.942886949,7.0845
0.736162901,0.604321599,1.246989846,1.286695361,1.944675684,7.086
0.738580704,0.614108086,1.25077498,1.288387418,1.94097507,7.0875
0.744368076,0.621162057,1.243644118,1.286552906,1.939333439,7.089
0.736105263,0.620686173,1.232469678,1.28880012,1.940308809,7.0905
0.729070544,0.623664021,1.224957347,1.297758341,1.938739538,7.092
0.726034999,0.622359037,1.234374285,1.300302625,1.930841208,7.0935
0.723598003,0.620693445,1.245244384,1.298564553,1.924234271,7.095
0.723674893,0.619292378,1.245082617,1.290115476,1.921890378,7.0965
0.728260636,0.614701986,1.247310638,1.28929472,1.918983936,7.098
0.728563547,0.612072825,1.252186894,1.283655643,1.916117907,7.0995
0.724744678,0.614548326,1.254195213,1.27389586,1.915696025,7.101
0.72213465,0.614529014,1.253335834,1.268495798,1.911775827,7.1025
