t,Mass0,Mass0_5,Mass1_0,Mass1_5,Mass2_0,Minutes
5436,-0.015024631,0.513300478,0.97955668,1.514285803,1.995812893,8.1525
5437,-0.014778325,0.514285743,0.979064047,1.515517235,1.996551752,8.154
5438,-0.015517242,0.514285743,0.97955668,1.516256213,1.996798038,8.1555
5439,-0.014778325,0.513793111,0.979064047,1.515270948,1.997537017,8.157
5440,-0.014778325,0.513300478,0.978817761,1.51576364,1.996305466,8.1585
5441,-0.014285714,0.512561619,0.978571475,1.514039397,1.997537017,8.16
5442,-0.015024631,0.512068987,0.978571475,1.513546824,1.998768568,8.1615
5443,-0.015024631,0.511330068,0.978817761,1.513300538,1.999261141,8.163
5444,-0.015024631,0.510837436,0.980295599,1.514039397,2,8.1645
5445,-0.015024631,0.510344863,0.981280804,1.514532089,2.000738859,8.166
5446,-0.015024631,0.509605944,0.980541885,1.514778376,2,8.1675
5447,-0.015517242,0.508128107,0.97955668,1.515270948,1.999261141,8.169
5448,-0.016995074,0.507142901,0.979802966,1.51576364,1.999014854,8.1705
5449,-0.017487686,0.506650269,0.979802966,1.5165025,1.999014854,8.172
5450,-0.016995074,0.505418718,0.980049312,1.517487764,1.999753714,8.1735
5451,-0.015763547,0.50591135,0.980541885,1.51847291,2.000492573,8.175
5452,-0.015517242,0.506650269,0.980295599,1.517241478,1.999753714,8.1765
5453,-0.015763547,0.507142901,0.980049312,1.517241478,1.999014854,8.178
5454,-0.015517242,0.507389188,0.97955668,1.5165025,1.998522282,8.1795
5455,-0.015517242,0.507389188,0.980541885,1.516256213,1.997783303,8.181
5456,-0.015270936,0.506896555,0.980295599,1.515517235,1.99802959,8.1825
5457,-0.014778325,0.506896555,0.980049312,1.515024662,1.998522282,8.184
5458,-0.01453202,0.507142901,0.980295599,1.513546824,2,8.1855
5459,-0.014285714,0.508128107,0.980788231,1.514532089,1.998522282,8.187
5460,-0.012807882,0.508867025,0.981034517,1.514778376,1.99729073,8.1885
5461,-0.012315271,0.509113312,0.981280804,1.515024662,1.998522282,8.19
5462,-0.01182266,0.509852231,0.981280804,1.514285803,1.99729073,8.1915
5463,-0.011576355,0.510591149,0.981280804,1.512561679,1.996551752,8.193
5464,-0.010591133,0.511083782,0.983004928,1.512807965,1.996551752,8.1945
5465,-0.009359607,0.511822701,0.984236479,1.512561679,1.997537017,8.196
5466,-0.009113301,0.512068987,0.983990192,1.512561679,1.997783303,8.1975
5467,-0.009113301,0.512068987,0.983251274,1.511576414,1.997537017,8.199
5468,-0.009852218,0.512807906,0.982266068,1.510591149,1.99729073,8.2005
5469,-0.010344828,0.512807906,0.982512355,1.510098577,1.996798038,8.202
5470,-0.009852218,0.512315273,0.983251274,1.510591149,1.997783303,8.2035
5471,-0.009359607,0.512068987,0.98349756,1.511576414,1.99802959,8.205
5472,-0.009359607,0.512068987,0.983251274,1.511576414,1.99802959,8.2065
5473,-0.009852218,0.512068987,0.982512355,1.511576414,1.997783303,8.208
5474,-0.010098523,0.512561619,0.982512355,1.511822701,1.997044444,8.2095
5475,-0.010591133,0.513793111,0.982758641,1.511822701,1.995320201,8.211
5476,-0.011576355,0.513546824,0.982512355,1.513546824,1.993842483,8.2125
5477,-0.012068965,0.513793111,0.981773436,1.513793111,1.994088769,8.214
5478,-0.012068965,0.513793111,0.981773436,1.513546824,1.994827628,8.2155
5479,-0.012315271,0.513793111,0.981773436,1.513054252,1.994581342,8.217
5480,-0.013054187,0.513300478,0.981773436,1.512807965,1.995566607,8.2185
5481,-0.014039409,0.513300478,0.981280804,1.513054252,1.996305466,8.22
5482,-0.014039409,0.513546824,0.980788231,1.513054252,1.997044444,8.2215
5483,-0.014039409,0.513054192,0.981034517,1.512807965,1.996305466,8.223
5484,-0.013793103,0.512068987,0.981773436,1.512315273,1.997537017,8.2245
5485,-0.014039409,0.511083782,0.983004928,1.512068987,1.997783303,8.226
5486,-0.014285714,0.510344863,0.983251274,1.512561679,1.997783303,8.2275
5487,-0.014285714,0.510098517,0.983251274,1.513300538,1.99729073,8.229
5488,-0.014778325,0.510344863,0.983004928,1.513793111,1.996551752,8.2305
5489,-0.015517242,0.510098517,0.983004928,1.513300538,1.997537017,8.232
5490,-0.015517242,0.510098517,0.982512355,1.512807965,1.997783303,8.2335
