t,Mass0,Mass0_5,Mass1_0,Mass1_5,Mass2_0,Minutes
3049,-0.013300493,0.498275876,0.990640402,1.495320201,1.988177419,4.572
3050,-0.014285714,0.498275876,0.991379321,1.495320201,1.989162564,4.5735
3051,-0.014039409,0.49802956,0.990886748,1.495566607,1.988916278,4.575
3052,-0.013300493,0.497290641,0.990147829,1.496059179,1.98743844,4.5765
3053,-0.013793103,0.496798038,0.988916278,1.496059179,1.986945868,4.578
3054,-0.014039409,0.495566517,0.98743844,1.496305466,1.987192154,4.5795
3055,-0.013793103,0.494334996,0.987931073,1.496305466,1.987192154,4.581
3056,-0.013793103,0.493596077,0.988916278,1.495320201,1.986207008,4.5825
3057,-0.013793103,0.492857158,0.98940891,1.495320201,1.984482765,4.584
3058,-0.013793103,0.491871923,0.990147829,1.495073915,1.983990192,4.5855
3059,-0.012561576,0.490640402,0.990886748,1.494581342,1.984236479,4.587
3060,-0.011330049,0.490640402,0.990394115,1.494827628,1.984729171,4.5885
3061,-0.011330049,0.491133034,0.990147829,1.494827628,1.984729171,4.59
3062,-0.01182266,0.491379321,0.98940891,1.494335055,1.983743906,4.5915
3063,-0.01182266,0.490886718,0.98940891,1.493349791,1.983743906,4.593
3064,-0.010837439,0.491133034,0.990394115,1.492610931,1.984975457,4.5945
3065,-0.009852218,0.491133034,0.990147829,1.492610931,1.985960603,4.596
3066,-0.008374385,0.490886718,0.98940891,1.492857218,1.987684846,4.5975
3067,-0.007142857,0.491133034,0.988423645,1.493842363,1.988423705,4.599
3068,-0.006157636,0.492364556,0.987192154,1.494088769,1.987931132,4.6005
3069,-0.005665025,0.493349761,0.987192154,1.493349791,1.988177419,4.602
3070,-0.00591133,0.493349761,0.988177359,1.492364526,1.989655256,4.6035
3071,-0.005172414,0.493842393,0.989655197,1.492610931,1.990640402,4.605
3072,-0.005418719,0.493596077,0.990394115,1.492364526,1.991625667,4.6065
3073,-0.006650247,0.49408868,0.990147829,1.491871953,1.992610931,4.608
3074,-0.006650247,0.49408868,0.98940891,1.491871953,1.993103504,4.6095
3075,-0.006650247,0.493596077,0.988669991,1.490886688,1.993842483,4.611
3076,-0.006650247,0.493596077,0.988177359,1.490394115,1.993596077,4.6125
3077,-0.008128079,0.494334996,0.98743844,1.49137938,1.993349791,4.614
3078,-0.009113301,0.49408868,0.98743844,1.491625667,1.993596077,4.6155
3079,-0.009359607,0.493349761,0.987684786,1.491625667,1.993349791,4.617
3080,-0.010344828,0.49408868,0.988177359,1.492364526,1.993596077,4.6185
3081,-0.011330049,0.494581282,0.98743844,1.493103504,1.992857218,4.62
3082,-0.011330049,0.49408868,0.987192154,1.492857218,1.991871953,4.6215
3083,-0.011576355,0.494334996,0.98743844,1.492364526,1.991133094,4.623
3084,-0.012561576,0.494827598,0.987192154,1.491871953,1.989901543,4.6245
3085,-0.013300493,0.495073915,0.986945868,1.49137938,1.989901543,4.626
3086,-0.013300493,0.495073915,0.986453235,1.491625667,1.990640402,4.6275
3087,-0.013054187,0.495566517,0.985714316,1.493349791,1.990886807,4.629
3088,-0.013300493,0.496551752,0.984482765,1.494581342,1.989901543,4.6305
3089,-0.013300493,0.497536957,0.983990192,1.494581342,1.989901543,4.632
3090,-0.01182266,0.498768479,0.984482765,1.494827628,1.989901543,4.6335
3091,-0.010344828,0.499261111,0.983990192,1.496305466,1.98940897,4.635
3092,-0.010098523,0.498768479,0.983004928,1.49729073,1.989162564,4.6365
3093,-0.009852218,0.498522192,0.982758641,1.49729073,1.988669991,4.638
3094,-0.009359607,0.499014795,0.982266068,1.49729073,1.98940897,4.6395
3095,-0.008128079,0.499261111,0.982758641,1.49729073,1.98940897,4.641
3096,-0.007881774,0.499261111,0.98349756,1.49802959,1.988177419,4.6425
3097,-0.007389163,0.499507397,0.983743846,1.498522162,1.987684846,4.644
3098,-0.006157636,0.499014795,0.98349756,1.498522162,1.98743844,4.6455
3099,-0.00591133,0.499753714,0.984236479,1.49802959,1.988669991,4.647
3100,-0.005665025,0.500492632,0.984482765,1.49802959,1.989655256,4.6485
3101,-0.004926109,0.501231551,0.984236479,1.49729073,1.990394115,4.65
3102,-0.004187192,0.501477838,0.985221684,1.496305466,1.990886807,4.6515
3103,-0.004187192,0.500985265,0.986453235,1.496059179,1.990886807,4.653
3104,-0.003940887,0.499753714,0.987192154,1.495812893,1.989901543,4.6545
3105,-0.003940887,0.498522192,0.986945868,1.494827628,1.989901543,4.656
3106,-0.003694581,0.497783273,0.98743844,1.494335055,1.99137938,4.6575
3107,-0.004187192,0.496305436,0.986206949,1.494335055,1.990886807,4.659
3108,-0.005172414,0.495812833,0.98546803,1.494088769,1.991625667,4.6605
3109,-0.005418719,0.495566517,0.98546803,1.493842363,1.992364645,4.662
3110,-0.005665025,0.495320201,0.986699522,1.493842363,1.993596077,4.6635
3111,-0.006403941,0.495073915,0.987192154,1.495320201,1.993842483,4.665
3112,-0.007142857,0.494827598,0.987684786,1.496798038,1.993349791,4.6665
3113,-0.007881774,0.494334996,0.987684786,1.496305466,1.992118239,4.668
3114,-0.007635468,0.493842393,0.986699522,1.495320201,1.992857218,4.6695
3115,-0.008374385,0.493596077,0.98546803,1.494827628,1.993596077,4.671
3116,-0.008866996,0.492857158,0.98546803,1.494581342,1.994335055,4.6725
3117,-0.00862069,0.492610842,0.984975398,1.494827628,1.992857218,4.674
3118,-0.008128079,0.493103474,0.984482765,1.494827628,1.993103504,4.6755
3119,-0.008128079,0.492364556,0.983743846,1.495566607,1.993103504,4.677
3120,-0.00862069,0.490640402,0.98349756,1.496798038,1.993596077,4.6785
3121,-0.009359607,0.490147799,0.982512355,1.496798038,1.993349791,4.68
3122,-0.011083744,0.490147799,0.982266068,1.49729073,1.994827628,4.6815
3123,-0.01182266,0.490640402,0.982758641,1.49802959,1.994827628,4.683
3124,-0.012807882,0.490394115,0.982758641,1.497783303,1.993842483,4.6845
3125,-0.013300493,0.490394115,0.983004928,1.49802959,1.993596077,4.686
3126,-0.014039409,0.490394115,0.983004928,1.497783303,1.994088769,4.6875
3127,-0.01453202,0.489901483,0.982512355,1.49729073,1.993349791,4.689
3128,-0.01453202,0.490394115,0.982019722,1.497044325,1.992364645,4.6905
3129,-0.014039409,0.491379321,0.981773436,1.497044325,1.993596077,4.692
3130,-0.013793103,0.491379321,0.981773436,1.496305466,1.994581342,4.6935
3131,-0.014285714,0.491871923,0.980788231,1.496305466,1.995566607,4.695
3132,-0.014778325,0.493103474,0.981034517,1.496305466,1.995320201,4.6965
3133,-0.013054187,0.493842393,0.98152715,1.496551752,1.995320201,4.698
3134,-0.012068965,0.494581282,0.980788231,1.496059179,1.994335055,4.6995
3135,-0.013054187,0.493596077,0.980541885,1.495566607,1.995073915,4.701
3136,-0.014285714,0.492118239,0.980541885,1.496059179,1.995073915,4.7025
3137,-0.015024631,0.491871923,0.981280804,1.496798038,1.995812893,4.704
3138,-0.014778325,0.492118239,0.982512355,1.496305466,1.995320201,4.7055
3139,-0.014039409,0.493349761,0.983251274,1.495812893,1.996059179,4.707
3140,-0.013546798,0.493349761,0.983990192,1.495320201,1.995320201,4.7085
3141,-0.013300493,0.492857158,0.984236479,1.495073915,1.995812893,4.71
3142,-0.013793103,0.492857158,0.984236479,1.495320201,1.995812893,4.7115
3143,-0.014285714,0.492610842,0.984729111,1.495812893,1.996305466,4.713
3144,-0.013793103,0.492857158,0.984482765,1.496551752,1.995566607,4.7145
3145,-0.013054187,0.493596077,0.98546803,1.497044325,1.995812893,4.716
3146,-0.01182266,0.494581282,0.984482765,1.497537017,1.996551752,4.7175
3147,-0.01182266,0.494334996,0.984236479,1.497537017,1.996305466,4.719
3148,-0.012315271,0.49408868,0.984236479,1.498768568,1.995812893,4.7205
3149,-0.01182266,0.493103474,0.984975398,1.498275876,1.996059179,4.722
3150,-0.011083744,0.493349761,0.98546803,1.497783303,1.996798038,4.7235
3151,-0.012561576,0.492857158,0.984975398,1.49802959,1.996551752,4.725
3152,-0.013300493,0.491871923,0.985221684,1.498768568,1.996551752,4.7265
3153,-0.012807882,0.492364556,0.984975398,1.499261141,1.995566607,4.728
3154,-0.012315271,0.492857158,0.98349756,1.499014854,1.994335055,4.7295
3155,-0.013054187,0.493103474,0.982266068,1.498522162,1.993842483,4.731
3156,-0.013793103,0.492857158,0.982266068,1.498522162,1.994088769,4.7325
3157,-0.01453202,0.491871923,0.982512355,1.499507427,1.992610931,4.734
3158,-0.014778325,0.492364556,0.982758641,1.5,1.992857218,4.7355
3159,-0.014778325,0.493349761,0.983004928,1.5,1.993349791,4.737
3160,-0.013793103,0.493842393,0.982758641,1.500492692,1.993596077,4.7385
3161,-0.012561576,0.494827598,0.982758641,1.499261141,1.993842483,4.74
3162,-0.012315271,0.494581282,0.983004928,1.49802959,1.994827628,4.7415
3163,-0.012068965,0.494581282,0.983004928,1.497044325,1.995566607,4.743
3164,-0.012068965,0.494827598,0.983251274,1.496059179,1.995566607,4.7445
3165,-0.012068965,0.495812833,0.982758641,1.495566607,1.994827628,4.746
3166,-0.012068965,0.497536957,0.982019722,1.495566607,1.994827628,4.7475
3167,-0.012561576,0.499014795,0.981773436,1.496059179,1.994088769,4.749
3168,-0.013793103,0.498522192,0.980788231,1.497044325,1.993103504,4.7505
3169,-0.014285714,0.498275876,0.980788231,1.497044325,1.992610931,4.752
3170,-0.014778325,0.499261111,0.98152715,1.49729073,1.993103504,4.7535
3171,-0.015024631,0.499753714,0.982019722,1.498275876,1.994088769,4.755
3172,-0.015024631,0.499014795,0.982019722,1.498522162,1.994827628,4.7565
3173,-0.01453202,0.498522192,0.982266068,1.49729073,1.994827628,4.758
3174,-0.013546798,0.498522192,0.98152715,1.496305466,1.995073915,4.7595
3175,-0.012807882,0.498768479,0.980295599,1.496305466,1.996305466,4.761
3176,-0.012315271,0.498768479,0.97955668,1.496059179,1.996551752,4.7625
3177,-0.011576355,0.497536957,0.979064047,1.495566607,1.996059179,4.764
3178,-0.011083744,0.497536957,0.979310393,1.494335055,1.996059179,4.7655
3179,-0.010837439,0.496305436,0.97955668,1.494581342,1.995320201,4.767
3180,-0.010344828,0.495320201,0.980049312,1.495320201,1.993596077,4.7685
3181,-0.010591133,0.494334996,0.980541885,1.495812893,1.992118239,4.77
3182,-0.011576355,0.492610842,0.980295599,1.496798038,1.991871953,4.7715
3183,-0.010837439,0.491379321,0.980295599,1.496798038,1.992118239,4.773
3184,-0.009605912,0.490886718,0.980541885,1.495073915,1.991625667,4.7745
3185,-0.009359607,0.490147799,0.980295599,1.494335055,1.991133094,4.776
3186,-0.009359607,0.490394115,0.980788231,1.494581342,1.99137938,4.7775
3187,-0.008866996,0.490640402,0.980788231,1.495073915,1.992364645,4.779
3188,-0.00862069,0.490640402,0.980049312,1.495566607,1.992610931,4.7805
3189,-0.00862069,0.490640402,0.98152715,1.495566607,1.993103504,4.782
3190,-0.009113301,0.491379321,0.982512355,1.495566607,1.993596077,4.7835
3191,-0.009113301,0.491625637,0.982758641,1.496305466,1.993842483,4.785
3192,-0.00862069,0.492118239,0.983990192,1.497044325,1.994335055,4.7865
3193,-0.00862069,0.492610842,0.985714316,1.49729073,1.994335055,4.788
3194,-0.00862069,0.492364556,0.986453235,1.49802959,1.993349791,4.7895
3195,-0.009359607,0.492118239,0.987192154,1.498522162,1.992610931,4.791
3196,-0.011083744,0.491871923,0.98743844,1.499261141,1.992364645,4.7925
3197,-0.012315271,0.492857158,0.987931073,1.500246406,1.992364645,4.794
3198,-0.012561576,0.493596077,0.987684786,1.500492692,1.993349791,4.7955
3199,-0.012807882,0.49408868,0.98743844,1.499753714,1.993842483,4.797
3200,-0.012807882,0.494581282,0.987931073,1.499014854,1.994335055,4.7985
3201,-0.014039409,0.49408868,0.987931073,1.499753714,1.994335055,4.8
3202,-0.015517242,0.493596077,0.987684786,1.500985265,1.994581342,4.8015
3203,-0.016502464,0.493842393,0.98743844,1.50197053,1.994335055,4.803
3204,-0.016995074,0.493842393,0.986453235,1.502463102,1.994335055,4.8045
3205,-0.017241379,0.493349761,0.986206949,1.502463102,1.994088769,4.806
3206,-0.016748769,0.493349761,0.986945868,1.501724124,1.993842483,4.8075
3207,-0.015763547,0.492857158,0.985960603,1.501231551,1.993596077,4.809
3208,-0.015763547,0.492857158,0.98546803,1.501231551,1.993596077,4.8105
3209,-0.015517242,0.493349761,0.984729111,1.50197053,1.993596077,4.812
3210,-0.015517242,0.493842393,0.983004928,1.50197053,1.992610931,4.8135
3211,-0.014778325,0.493596077,0.98152715,1.502216816,1.991871953,4.815
3212,-0.015024631,0.493349761,0.980295599,1.501231551,1.992364645,4.8165
3213,-0.014285714,0.493349761,0.978571475,1.501231551,1.992610931,4.818
3214,-0.012807882,0.493596077,0.978325129,1.501477838,1.992364645,4.8195
3215,-0.012561576,0.49408868,0.976847291,1.500985265,1.992118239,4.821
3216,-0.013054187,0.493842393,0.974876881,1.500738978,1.992118239,4.8225
3217,-0.012807882,0.493103474,0.974384248,1.500738978,1.992610931,4.824
3218,-0.012315271,0.492610842,0.974137962,1.500738978,1.992610931,4.8255
3219,-0.01182266,0.492364556,0.974384248,1.5,1.992857218,4.827
3220,-0.010591133,0.492610842,0.974630594,1.499261141,1.993596077,4.8285
3221,-0.010098523,0.491871923,0.974876881,1.499014854,1.994827628,4.83
3222,-0.009605912,0.490394115,0.975123167,1.499014854,1.995073915,4.8315
3223,-0.008866996,0.490147799,0.975369513,1.497783303,1.995073915,4.833
3224,-0.008866996,0.489162564,0.973891675,1.497044325,1.994827628,4.8345
3225,-0.009359607,0.488916278,0.973645329,1.496798038,1.994827628,4.836
3226,-0.008866996,0.487931043,0.973645329,1.496798038,1.994581342,4.8375
3227,-0.009359607,0.487684757,0.974384248,1.495812893,1.994088769,4.839
3228,-0.010344828,0.487192124,0.974630594,1.495320201,1.994088769,4.8405
3229,-0.011083744,0.487931043,0.974876881,1.494088769,1.994581342,4.842
3230,-0.010344828,0.487931043,0.976354718,1.493596077,1.995073915,4.8435
3231,-0.010344828,0.489162564,0.97758621,1.493349791,1.994827628,4.845
3232,-0.010591133,0.488177359,0.97758621,1.493349791,1.995320201,4.8465
3233,-0.009852218,0.487931043,0.977339923,1.493596077,1.996551752,4.848
3234,-0.009605912,0.488177359,0.977339923,1.494827628,1.996798038,4.8495
3235,-0.010591133,0.488669962,0.976847291,1.495566607,1.997044444,4.851
3236,-0.011330049,0.488669962,0.976847291,1.495073915,1.996551752,4.8525
3237,-0.012315271,0.48940888,0.976847291,1.496059179,1.995566607,4.854
3238,-0.013546798,0.489162564,0.977339923,1.497044325,1.995073915,4.8555
3239,-0.013300493,0.490147799,0.977339923,1.496798038,1.994335055,4.857
3240,-0.013054187,0.491379321,0.976847291,1.495566607,1.994581342,4.8585
3241,-0.014039409,0.492118239,0.976354718,1.496059179,1.995320201,4.86
3242,-0.01453202,0.493349761,0.977093637,1.496551752,1.995073915,4.8615
3243,-0.014039409,0.494334996,0.977093637,1.496305466,1.994335055,4.863
3244,-0.014778325,0.495566517,0.976108432,1.496798038,1.993349791,4.8645
3245,-0.015517242,0.495320201,0.976108432,1.497783303,1.993842483,4.866
3246,-0.015024631,0.495812833,0.976847291,1.498275876,1.993596077,4.8675
3247,-0.014778325,0.495566517,0.976847291,1.498768568,1.993103504,4.869
3248,-0.015517242,0.496305436,0.976108432,1.499261141,1.992364645,4.8705
3249,-0.016502464,0.496305436,0.976108432,1.499014854,1.992118239,4.872
3250,-0.017733991,0.496551752,0.976108432,1.49802959,1.991625667,4.8735
3251,-0.019211823,0.495812833,0.976847291,1.497537017,1.99137938,4.875
3252,-0.019704435,0.495566517,0.978325129,1.497537017,1.991625667,4.8765
3253,-0.019211823,0.496551752,0.979064047,1.497537017,1.990886807,4.878
3254,-0.018965518,0.49802956,0.978571475,1.49802959,1.990394115,4.8795
3255,-0.018472906,0.497783273,0.977832556,1.49729073,1.991133094,4.881
3256,-0.017980296,0.498522192,0.97758621,1.496798038,1.990886807,4.8825
3257,-0.018226601,0.499261111,0.978078842,1.497537017,1.990886807,4.884
3258,-0.017980296,0.499014795,0.97955668,1.498522162,1.990886807,4.8855
3259,-0.017241379,0.497783273,0.980541885,1.498768568,1.990886807,4.887
3260,-0.016995074,0.496551752,0.98152715,1.498522162,1.991133094,4.8885
3261,-0.016748769,0.495073915,0.981773436,1.498768568,1.99137938,4.89
3262,-0.016256157,0.49408868,0.981034517,1.498768568,1.991871953,4.8915
3263,-0.016009852,0.493596077,0.980541885,1.499014854,1.991871953,4.893
3264,-0.016256157,0.492118239,0.979802966,1.498768568,1.992118239,4.8945
3265,-0.015763547,0.491625637,0.979310393,1.498768568,1.992610931,4.896
3266,-0.015270936,0.490886718,0.978817761,1.498768568,1.993596077,4.8975
3267,-0.015024631,0.490147799,0.978078842,1.498768568,1.994581342,4.899
3268,-0.01453202,0.491133034,0.978325129,1.499507427,1.994088769,4.9005
3269,-0.013793103,0.491871923,0.978571475,1.499014854,1.993596077,4.902
3270,-0.013546798,0.491133034,0.978571475,1.498768568,1.992857218,4.9035
3271,-0.013793103,0.489901483,0.979064047,1.498275876,1.992610931,4.905
3272,-0.013054187,0.488669962,0.980295599,1.49802959,1.993103504,4.9065
3273,-0.012315271,0.488916278,0.981280804,1.49802959,1.993103504,4.908
3274,-0.012068965,0.488423645,0.980541885,1.499014854,1.993349791,4.9095
3275,-0.011576355,0.48743844,0.981034517,1.49802959,1.993842483,4.911
3276,-0.012315271,0.486945838,0.980788231,1.49729073,1.994335055,4.9125
3277,-0.012807882,0.488177359,0.980295599,1.497537017,1.994088769,4.914
3278,-0.012561576,0.489901483,0.97955668,1.497783303,1.994088769,4.9155
3279,-0.012807882,0.491625637,0.97955668,1.497537017,1.994581342,4.917
3280,-0.012315271,0.492610842,0.97955668,1.497783303,1.995320201,4.9185
3281,-0.012315271,0.493103474,0.979310393,1.496798038,1.995812893,4.92
3282,-0.01182266,0.493103474,0.979064047,1.496551752,1.996798038,4.9215
3283,-0.011576355,0.492857158,0.979310393,1.497044325,1.996798038,4.923
3284,-0.010837439,0.492857158,0.980295599,1.496551752,1.996059179,4.9245
3285,-0.009605912,0.492857158,0.980295599,1.496798038,1.995812893,4.926
3286,-0.009113301,0.491625637,0.980295599,1.496551752,1.995812893,4.9275
3287,-0.008866996,0.491625637,0.97955668,1.496059179,1.996059179,4.929
3288,-0.00862069,0.492610842,0.97955668,1.495566607,1.996798038,4.9305
3289,-0.008374385,0.493103474,0.979310393,1.496059179,1.997044444,4.932
3290,-0.007635468,0.493842393,0.97955668,1.496305466,1.997044444,4.9335
3291,-0.007635468,0.494827598,0.97955668,1.49729073,1.997044444,4.935
3292,-0.007389163,0.495566517,0.980541885,1.49729073,1.997783303,4.9365
3293,-0.007635468,0.495320201,0.980541885,1.497537017,1.99729073,4.938
3294,-0.007389163,0.495812833,0.981034517,1.497537017,1.996305466,4.9395
3295,-0.007389163,0.494827598,0.982512355,1.497044325,1.996305466,4.941
3296,-0.006896552,0.493349761,0.982758641,1.497044325,1.996798038,4.9425
3297,-0.006650247,0.492364556,0.982758641,1.496798038,1.996305466,4.944
3298,-0.006896552,0.491625637,0.983743846,1.496305466,1.996059179,4.9455
3299,-0.006896552,0.491133034,0.983990192,1.49729073,1.995566607,4.947
3300,-0.007389163,0.492118239,0.984236479,1.497783303,1.995566607,4.9485
3301,-0.007881774,0.493349761,0.984729111,1.498275876,1.996059179,4.95
3302,-0.008128079,0.493596077,0.984975398,1.498275876,1.996551752,4.9515
3303,-0.008128079,0.49408868,0.984975398,1.499014854,1.996059179,4.953
3304,-0.007635468,0.495073915,0.984482765,1.498522162,1.996305466,4.9545
3305,-0.007881774,0.495812833,0.984236479,1.499507427,1.996551752,4.956
3306,-0.008128079,0.495812833,0.983251274,1.499507427,1.996305466,4.9575
3307,-0.007881774,0.496798038,0.982758641,1.5,1.996798038,4.959
3308,-0.008374385,0.497290641,0.982512355,1.499507427,1.996305466,4.9605
3309,-0.008374385,0.495812833,0.982266068,1.499261141,1.996305466,4.962
3310,-0.007881774,0.495812833,0.98152715,1.498275876,1.996305466,4.9635
3311,-0.008374385,0.496551752,0.980788231,1.498275876,1.996551752,4.965
3312,-0.008866996,0.496551752,0.97955668,1.497783303,1.996551752,4.9665
3313,-0.009359607,0.497536957,0.978817761,1.499261141,1.996798038,4.968
3314,-0.009852218,0.49802956,0.979064047,1.498275876,1.996798038,4.9695
3315,-0.010837439,0.498275876,0.97955668,1.498522162,1.997537017,4.971
3316,-0.010837439,0.498768479,0.978817761,1.49802959,1.99729073,4.9725
3317,-0.010591133,0.498768479,0.978571475,1.496798038,1.997537017,4.974
3318,-0.011576355,0.497783273,0.978817761,1.496551752,1.997783303,4.9755
3319,-0.012561576,0.49802956,0.978817761,1.495566607,1.997537017,4.977
3320,-0.013300493,0.498768479,0.978325129,1.495812893,1.997537017,4.9785
3321,-0.014778325,0.499014795,0.978325129,1.496551752,1.997537017,4.98
3322,-0.016009852,0.498768479,0.979064047,1.498275876,1.996798038,4.9815
3323,-0.015763547,0.498768479,0.979064047,1.499261141,1.996059179,4.983
3324,-0.015270936,0.498275876,0.980295599,1.499261141,1.995812893,4.9845
3325,-0.016009852,0.498275876,0.980541885,1.496305466,1.996059179,4.986
3326,-0.016009852,0.497783273,0.980049312,1.49802959,1.99729073,4.9875
3327,-0.016256157,0.497783273,0.979802966,1.497044325,1.99729073,4.989
3328,-0.016256157,0.497290641,0.980049312,1.499753714,1.996798038,4.9905
3329,-0.015517242,0.497290641,0.980541885,1.499261141,1.996551752,4.992
3330,-0.014039409,0.497536957,0.980788231,1.503694654,1.99729073,4.9935
3331,-0.013300493,0.496305436,0.981280804,1.501724124,1.997783303,4.995
3332,-0.013546798,0.496305436,0.980788231,1.504926205,1.996798038,4.9965
3333,-0.013300493,0.495812833,0.980295599,1.504926205,1.996305466,4.998
3334,-0.013054187,0.495566517,0.981280804,1.507881761,1.996059179,4.9995
3335,-0.013300493,0.496798038,0.982266068,1.508867025,1.995812893,5.001
3336,-0.013300493,0.497783273,0.982266068,1.510591149,1.995073915,5.0025
3337,-0.013054187,0.497290641,0.982019722,1.510591149,1.994581342,5.004
3338,-0.013054187,0.496798038,0.982512355,1.513054252,1.994581342,5.0055
3339,-0.012561576,0.496551752,0.982758641,1.512807965,1.994335055,5.007
3340,-0.01182266,0.496551752,0.982266068,1.513054252,1.994335055,5.0085
3341,-0.012068965,0.496305436,0.982266068,1.510344863,1.995320201,5.01
3342,-0.011576355,0.496551752,0.98152715,1.512068987,1.995566607,5.0115
3343,-0.011330049,0.496305436,0.981773436,1.513300538,1.995073915,5.013
3344,-0.010837439,0.496305436,0.982266068,1.513546824,1.994335055,5.0145
3345,-0.010591133,0.496551752,0.982266068,1.515270948,1.994581342,5.016
3346,-0.010344828,0.496798038,0.983004928,1.514778376,1.994827628,5.0175
3347,-0.010837439,0.496305436,0.98349756,1.515024662,1.994088769,5.019
3348,-0.01182266,0.496798038,0.984236479,1.513054252,1.993596077,5.0205
3349,-0.012561576,0.497783273,0.983743846,1.513793111,1.993103504,5.022
3350,-0.01182266,0.499014795,0.983004928,1.513300538,1.993596077,5.0235
3351,-0.012315271,0.499507397,0.983251274,1.513546824,1.992857218,5.025
3352,-0.012807882,0.499507397,0.982758641,1.511822701,1.992610931,5.0265
3353,-0.012315271,0.498522192,0.98152715,1.512807965,1.992118239,5.028
3354,-0.011330049,0.498275876,0.981034517,1.512561679,1.992610931,5.0295
3355,-0.009852218,0.498768479,0.981034517,1.513054252,1.993103504,5.031
3356,-0.008866996,0.498522192,0.980541885,1.512561679,1.993349791,5.0325
3357,-0.007881774,0.498522192,0.980295599,1.513054252,1.994827628,5.034
3358,-0.007881774,0.498522192,0.980788231,1.512807965,1.995566607,5.0355
3359,-0.008374385,0.498768479,0.980541885,1.514285803,1.994827628,5.037
3360,-0.008374385,0.499014795,0.979802966,1.514778376,1.994827628,5.0385
3361,-0.008128079,0.498275876,0.979064047,1.51576364,1.995566607,5.04
3362,-0.009113301,0.497536957,0.97955668,1.514778376,1.996305466,5.0415
3363,-0.009852218,0.497783273,0.980049312,1.514285803,1.995812893,5.043
3364,-0.010344828,0.49802956,0.97955668,1.512561679,1.994581342,5.0445
3365,-0.010344828,0.49802956,0.979064047,1.513300538,1.995566607,5.046
3366,-0.010098523,0.497044355,0.978571475,1.513793111,1.995812893,5.0475
3367,-0.010344828,0.495566517,0.978817761,1.514039397,1.995566607,5.049
3368,-0.010591133,0.494827598,0.97955668,1.513793111,1.995320201,5.0505
3369,-0.010098523,0.494334996,0.97955668,1.514532089,1.996059179,5.052
3370,-0.010591133,0.493842393,0.97955668,1.516009927,1.996798038,5.0535
3371,-0.011083744,0.493842393,0.980788231,1.5165025,1.996798038,5.055
3372,-0.013054187,0.493103474,0.981280804,1.516256213,1.995566607,5.0565
3373,-0.014285714,0.491871923,0.981034517,1.516748786,1.994335055,5.058
3374,-0.014778325,0.491133034,0.981280804,1.516995072,1.994827628,5.0595
3375,-0.015517242,0.491379321,0.980788231,1.517487764,1.995073915,5.061
3376,-0.015270936,0.491871923,0.980295599,1.516995072,1.995320201,5.0625
3377,-0.01453202,0.491625637,0.980295599,1.515517235,1.995812893,5.064
3378,-0.01453202,0.491133034,0.979802966,1.513793111,1.994827628,5.0655
3379,-0.01453202,0.491871923,0.980295599,1.513054252,1.994335055,5.067
3380,-0.013300493,0.491133034,0.980049312,1.512561679,1.993349791,5.0685
3381,-0.013054187,0.490147799,0.980295599,1.512068987,1.994088769,5.07
3382,-0.013793103,0.48940888,0.980788231,1.512068987,1.995812893,5.0715
3383,-0.014778325,0.488423645,0.981034517,1.512068987,1.996059179,5.073
3384,-0.01453202,0.488177359,0.980788231,1.511822701,1.996305466,5.0745
3385,-0.013793103,0.488916278,0.980788231,1.511822701,1.99729073,5.076
3386,-0.013300493,0.489162564,0.980788231,1.512807965,1.99802959,5.0775
3387,-0.012807882,0.489162564,0.980049312,1.512315273,1.997783303,5.079
3388,-0.012807882,0.48940888,0.979802966,1.511330128,1.99729073,5.0805
3389,-0.013300493,0.489901483,0.978325129,1.50985229,1.997537017,5.082
3390,-0.012561576,0.490394115,0.978571475,1.508867025,1.99802959,5.0835
3391,-0.012068965,0.492364556,0.979064047,1.507389188,1.998522282,5.085
3392,-0.01182266,0.492857158,0.978325129,1.506157637,1.997044444,5.0865
3393,-0.011330049,0.492364556,0.978817761,1.505418777,1.995812893,5.088
3394,-0.010837439,0.491133034,0.980541885,1.504926205,1.995812893,5.0895
3395,-0.010098523,0.490886718,0.980788231,1.504433513,1.996551752,5.091
3396,-0.010098523,0.490886718,0.980788231,1.503694654,1.997044444,5.0925
3397,-0.010098523,0.491625637,0.981034517,1.50394094,1.996551752,5.094
3398,-0.010344828,0.491625637,0.980788231,1.504187226,1.99729073,5.0955
3399,-0.010344828,0.493596077,0.979802966,1.504433513,1.997044444,5.097
3400,-0.008866996,0.493842393,0.979310393,1.505172491,1.997044444,5.0985
3401,-0.008374385,0.495073915,0.978817761,1.504679799,1.997537017,5.1
3402,-0.008128079,0.495566517,0.97955668,1.505418777,1.997783303,5.1015
3403,-0.007881774,0.496798038,0.979310393,1.504926205,1.997537017,5.103
3404,-0.008128079,0.496551752,0.978325129,1.503694654,1.997537017,5.1045
3405,-0.008866996,0.496798038,0.978325129,1.502955675,1.998275876,5.106
3406,-0.008866996,0.496305436,0.978571475,1.502216816,1.998768568,5.1075
3407,-0.008128079,0.496798038,0.978571475,1.502216816,1.999261141,5.109
3408,-0.007389163,0.495320201,0.97758621,1.503201962,1.999507427,5.1105
3409,-0.007635468,0.495812833,0.97758621,1.504679799,1.999261141,5.112
3410,-0.00862069,0.496798038,0.978078842,1.505418777,1.999261141,5.1135
