Time,L1_0_5,L2_0_5,Total0_5,L1_2_0,L2_2_0,Total2_0,Time_H,Time_HS,Time_HS,Time_HSK
3:30:04 PM,0.001,0.0072,0.0082,0.0055,0.0057,0.0111,00:00.0,2/28/2023 15:30:04.124,44985.6458810648,2/28/2023 0:00:00.000
3:30:04 PM,-0.0012,0.0157,0.0145,0.0029,0.0098,0.0126,00:00.1,2/28/2023 15:30:04.214,44985.6458821065,2/28/2023 0:00:00.090
3:30:04 PM,-0.0019,0.0219,0.02,0.0045,0.0062,0.0107,00:00.2,2/28/2023 15:30:04.300,44985.6458831019,2/28/2023 0:00:00.176
3:30:04 PM,-0.0067,0.0267,0.0201,0.0162,0.0062,0.0224,00:00.3,2/28/2023 15:30:04.391,44985.6458841551,2/28/2023 0:00:00.267
3:30:04 PM,-0.0126,0.0278,0.0152,0.0217,0.0067,0.0283,00:00.4,2/28/2023 15:30:04.486,44985.6458852546,2/28/2023 0:00:00.362
3:30:05 PM,-0.0143,0.0316,0.0174,0.0226,0.0031,0.0257,00:00.4,2/28/2023 15:30:04.563,44985.6458861458,2/28/2023 0:00:00.439
3:30:05 PM,-0.004,0.0381,0.034,0.0288,0.0049,0.0337,00:00.5,2/28/2023 15:30:04.661,44985.6458872801,2/28/2023 0:00:00.537
3:30:05 PM,0.0059,0.0481,0.054,0.0395,0.0136,0.0531,00:00.6,2/28/2023 15:30:04.757,44985.6458883912,2/28/2023 0:00:00.633
3:30:05 PM,0.0174,0.0717,0.0891,0.0652,0.064,0.1292,00:00.7,2/28/2023 15:30:04.836,44985.6458893056,2/28/2023 0:00:00.712
3:30:05 PM,0.0281,0.0903,0.1183,0.0966,0.1221,0.2188,00:00.8,2/28/2023 15:30:04.933,44985.6458904282,2/28/2023 0:00:00.809
3:30:05 PM,0.045,0.1085,0.1535,0.1349,0.1803,0.3152,00:00.9,2/28/2023 15:30:05.027,44985.6458915162,2/28/2023 0:00:00.903
3:30:05 PM,0.0564,0.1288,0.1852,0.1666,0.2433,0.4098,00:01.0,2/28/2023 15:30:05.105,44985.6458924190,2/28/2023 0:00:00.981
3:30:05 PM,0.0638,0.1445,0.2083,0.2015,0.3024,0.5039,00:01.1,2/28/2023 15:30:05.207,44985.6458935995,2/28/2023 0:00:01.083
3:30:05 PM,0.0785,0.1636,0.2421,0.2387,0.3736,0.6123,00:01.2,2/28/2023 15:30:05.300,44985.6458946759,2/28/2023 0:00:01.176
3:30:05 PM,0.0968,0.1808,0.2776,0.2905,0.4454,0.7359,00:01.3,2/28/2023 15:30:05.390,44985.6458957176,2/28/2023 0:00:01.266
3:30:05 PM,0.119,0.2168,0.3358,0.3524,0.5187,0.8711,00:01.3,2/28/2023 15:30:05.469,44985.6458966319,2/28/2023 0:00:01.345
3:30:06 PM,0.1313,0.234,0.3654,0.4135,0.5945,1.0081,00:01.4,2/28/2023 15:30:05.567,44985.6458977662,2/28/2023 0:00:01.443
3:30:06 PM,0.1413,0.2466,0.3879,0.4737,0.7447,1.2185,00:01.5,2/28/2023 15:30:05.659,44985.6458988310,2/28/2023 0:00:01.535
3:30:06 PM,0.1525,0.2569,0.4094,0.5351,0.8237,1.3588,00:01.6,2/28/2023 15:30:05.738,44985.6458997454,2/28/2023 0:00:01.614
3:30:06 PM,0.1654,0.2698,0.4351,0.5991,0.907,1.5061,00:01.7,2/28/2023 15:30:05.834,44985.6459008565,2/28/2023 0:00:01.710
3:30:06 PM,0.1754,0.2906,0.4659,0.6615,0.9908,1.6523,00:01.8,2/28/2023 15:30:05.928,44985.6459019444,2/28/2023 0:00:01.804
3:30:06 PM,0.1911,0.3086,0.4996,0.7221,1.0757,1.7978,00:01.9,2/28/2023 15:30:06.022,44985.6459030324,2/28/2023 0:00:01.898
3:30:06 PM,0.2072,0.3202,0.5274,0.7895,1.149,1.9384,00:02.0,2/28/2023 15:30:06.102,44985.6459039583,2/28/2023 0:00:01.978
3:30:06 PM,0.2144,0.3256,0.5399,0.8449,1.1868,2.0317,00:02.1,2/28/2023 15:30:06.196,44985.6459050463,2/28/2023 0:00:02.072
3:30:06 PM,0.2218,0.3212,0.5429,0.8911,1.2189,2.11,00:02.2,2/28/2023 15:30:06.291,44985.6459061458,2/28/2023 0:00:02.167
3:30:06 PM,0.2206,0.3196,0.5402,0.9282,1.2477,2.1759,00:02.2,2/28/2023 15:30:06.371,44985.6459070718,2/28/2023 0:00:02.247
3:30:06 PM,0.2201,0.3222,0.5423,0.9591,1.2709,2.23,00:02.3,2/28/2023 15:30:06.465,44985.6459081597,2/28/2023 0:00:02.341
3:30:07 PM,0.2168,0.3127,0.5295,0.9884,1.2829,2.2713,00:02.4,2/28/2023 15:30:06.562,44985.6459092824,2/28/2023 0:00:02.438
3:30:07 PM,0.2101,0.3042,0.5143,1.0115,1.3038,2.3152,00:02.5,2/28/2023 15:30:06.655,44985.6459103588,2/28/2023 0:00:02.531
3:30:07 PM,0.2056,0.3016,0.5072,1.0319,1.3202,2.3522,00:02.6,2/28/2023 15:30:06.733,44985.6459112616,2/28/2023 0:00:02.609
3:30:07 PM,0.2025,0.3027,0.5052,1.0398,1.3308,2.3706,00:02.7,2/28/2023 15:30:06.829,44985.6459123727,2/28/2023 0:00:02.705
3:30:07 PM,0.1989,0.3045,0.5034,1.041,1.3357,2.3766,00:02.8,2/28/2023 15:30:06.921,44985.6459134375,2/28/2023 0:00:02.797
3:30:07 PM,0.1946,0.3052,0.4999,1.0434,1.337,2.3803,00:02.9,2/28/2023 15:30:07.000,44985.6459143519,2/28/2023 0:00:02.876
3:30:07 PM,0.1906,0.3027,0.4933,1.0488,1.3352,2.384,00:03.0,2/28/2023 15:30:07.094,44985.6459154398,2/28/2023 0:00:02.970
3:30:07 PM,0.1932,0.3006,0.4938,1.0488,1.338,2.3868,00:03.1,2/28/2023 15:30:07.189,44985.6459165394,2/28/2023 0:00:03.065
3:30:07 PM,0.1987,0.3029,0.5016,1.0436,1.3406,2.3841,00:03.2,2/28/2023 15:30:07.284,44985.6459176389,2/28/2023 0:00:03.160
3:30:07 PM,0.2039,0.3083,0.5122,1.0365,1.3431,2.3796,00:03.3,2/28/2023 15:30:07.380,44985.6459187500,2/28/2023 0:00:03.256
3:30:07 PM,0.2051,0.3163,0.5214,1.0322,1.3488,2.3809,00:03.3,2/28/2023 15:30:07.460,44985.6459196759,2/28/2023 0:00:03.336
3:30:08 PM,0.2051,0.3168,0.5219,1.0227,1.3508,2.3735,00:03.4,2/28/2023 15:30:07.556,44985.6459207870,2/28/2023 0:00:03.432
3:30:08 PM,0.2087,0.3171,0.5257,1.0072,1.349,2.3562,00:03.5,2/28/2023 15:30:07.633,44985.6459216782,2/28/2023 0:00:03.509
3:30:08 PM,0.2082,0.3225,0.5307,0.9901,1.3426,2.3327,00:03.6,2/28/2023 15:30:07.731,44985.6459228125,2/28/2023 0:00:03.607
3:30:08 PM,0.2072,0.3243,0.5315,0.9763,1.3295,2.3057,00:03.7,2/28/2023 15:30:07.825,44985.6459239005,2/28/2023 0:00:03.701
3:30:08 PM,0.2091,0.3261,0.5352,0.9617,1.3246,2.2863,00:03.8,2/28/2023 15:30:07.917,44985.6459249653,2/28/2023 0:00:03.793
3:30:08 PM,0.2072,0.3263,0.5336,0.9536,1.3166,2.2703,00:03.9,2/28/2023 15:30:08.012,44985.6459260648,2/28/2023 0:00:03.888
3:30:08 PM,0.2096,0.3343,0.5439,0.9408,1.313,2.2538,00:04.0,2/28/2023 15:30:08.093,44985.6459270023,2/28/2023 0:00:03.969
3:30:08 PM,0.2099,0.3371,0.547,0.9284,1.3117,2.2402,00:04.1,2/28/2023 15:30:08.186,44985.6459280787,2/28/2023 0:00:04.062
3:30:08 PM,0.2139,0.3418,0.5557,0.9163,1.3038,2.2201,00:04.1,2/28/2023 15:30:08.265,44985.6459289931,2/28/2023 0:00:04.141
3:30:08 PM,0.217,0.3456,0.5626,0.9084,1.2963,2.2048,00:04.2,2/28/2023 15:30:08.363,44985.6459301273,2/28/2023 0:00:04.239
3:30:08 PM,0.2206,0.351,0.5716,0.9018,1.2981,2.1999,00:04.3,2/28/2023 15:30:08.457,44985.6459312153,2/28/2023 0:00:04.333
3:30:09 PM,0.2244,0.3538,0.5782,0.8944,1.2991,2.1936,00:04.4,2/28/2023 15:30:08.535,44985.6459321181,2/28/2023 0:00:04.411
3:30:09 PM,0.2296,0.3592,0.5889,0.8832,1.2997,2.1829,00:04.5,2/28/2023 15:30:08.633,44985.6459332523,2/28/2023 0:00:04.509
3:30:09 PM,0.2356,0.3636,0.5992,0.8832,1.303,2.1862,00:04.6,2/28/2023 15:30:08.727,44985.6459343403,2/28/2023 0:00:04.603
3:30:09 PM,0.2356,0.3636,0.5992,0.8877,1.3012,2.1889,00:04.7,2/28/2023 15:30:08.820,44985.6459354167,2/28/2023 0:00:04.696
3:30:09 PM,0.2308,0.3634,0.5942,0.8961,1.2984,2.1944,00:04.8,2/28/2023 15:30:08.914,44985.6459365046,2/28/2023 0:00:04.790
3:30:09 PM,0.2282,0.3618,0.59,0.8996,1.2932,2.1929,00:04.9,2/28/2023 15:30:08.995,44985.6459374421,2/28/2023 0:00:04.871
3:35:08 PM,0.044,0.6455,0.6895,1.0388,1.3478,2.3866,05:04.0,2/28/2023 15:35:08.099,44985.6493992940,2/28/2023 0:05:03.975
3:35:08 PM,0.0407,0.6485,0.6892,1.0334,1.3436,2.377,05:04.1,2/28/2023 15:35:08.186,44985.6494003009,2/28/2023 0:05:04.062
3:35:08 PM,0.0407,0.6539,0.6946,1.0291,1.3478,2.3768,05:04.2,2/28/2023 15:35:08.276,44985.6494013426,2/28/2023 0:05:04.152
3:35:08 PM,0.0371,0.6552,0.6924,1.0265,1.3496,2.376,05:04.2,2/28/2023 15:35:08.366,44985.6494023843,2/28/2023 0:05:04.242
3:35:08 PM,0.0314,0.6555,0.6869,1.031,1.3503,2.3813,05:04.3,2/28/2023 15:35:08.461,44985.6494034838,2/28/2023 0:05:04.337
3:35:09 PM,0.024,0.6552,0.6793,1.035,1.339,2.374,05:04.4,2/28/2023 15:35:08.547,44985.6494044792,2/28/2023 0:05:04.423
3:35:09 PM,0.0178,0.6491,0.6669,1.0353,1.33,2.3653,05:04.5,2/28/2023 15:35:08.640,44985.6494055556,2/28/2023 0:05:04.516
3:35:09 PM,0.0186,0.6509,0.6694,1.0324,1.3256,2.358,05:04.6,2/28/2023 15:35:08.731,44985.6494066088,2/28/2023 0:05:04.607
3:35:09 PM,0.0183,0.6545,0.6728,1.0365,1.3256,2.3621,05:04.7,2/28/2023 15:35:08.817,44985.6494076042,2/28/2023 0:05:04.693
3:35:09 PM,0.014,0.6539,0.668,1.0374,1.3241,2.3615,05:04.8,2/28/2023 15:35:08.911,44985.6494086921,2/28/2023 0:05:04.787
3:35:09 PM,0.0081,0.6555,0.6636,1.0424,1.3246,2.367,05:04.9,2/28/2023 15:35:08.998,44985.6494096991,2/28/2023 0:05:04.874
3:35:09 PM,0.0105,0.6653,0.6757,1.0503,1.3274,2.3777,05:05.0,2/28/2023 15:35:09.092,44985.6494107870,2/28/2023 0:05:04.968
3:35:09 PM,0.0193,0.6735,0.6928,1.0595,1.3334,2.3929,05:05.1,2/28/2023 15:35:09.178,44985.6494117824,2/28/2023 0:05:05.054
3:35:09 PM,0.019,0.6768,0.6959,1.0674,1.3336,2.401,05:05.1,2/28/2023 15:35:09.268,44985.6494128241,2/28/2023 0:05:05.144
3:35:09 PM,0.0136,0.6768,0.6904,1.0779,1.3375,2.4153,05:05.2,2/28/2023 15:35:09.359,44985.6494138773,2/28/2023 0:05:05.235
3:35:09 PM,0.0176,0.6779,0.6955,1.0833,1.3465,2.4298,05:05.3,2/28/2023 15:35:09.453,44985.6494149653,2/28/2023 0:05:05.329
3:35:10 PM,0.025,0.6815,0.7064,1.0855,1.3575,2.443,05:05.4,2/28/2023 15:35:09.539,44985.6494159606,2/28/2023 0:05:05.415
3:35:10 PM,0.0257,0.6897,0.7154,1.0938,1.3683,2.4621,05:05.5,2/28/2023 15:35:09.634,44985.6494170602,2/28/2023 0:05:05.510
3:35:10 PM,0.0202,0.6961,0.7163,1.1064,1.3727,2.4791,05:05.6,2/28/2023 15:35:09.720,44985.6494180556,2/28/2023 0:05:05.596
3:35:10 PM,0.019,0.6966,0.7157,1.1152,1.3766,2.4918,05:05.7,2/28/2023 15:35:09.810,44985.6494190972,2/28/2023 0:05:05.686
3:35:10 PM,0.0255,0.6979,0.7234,1.1152,1.3802,2.4954,05:05.8,2/28/2023 15:35:09.900,44985.6494201389,2/28/2023 0:05:05.776
3:35:10 PM,0.0295,0.6979,0.7274,1.1109,1.3817,2.4926,05:05.9,2/28/2023 15:35:09.995,44985.6494212384,2/28/2023 0:05:05.871
3:35:10 PM,0.0331,0.7031,0.7361,1.1047,1.3838,2.4885,05:06.0,2/28/2023 15:35:10.081,44985.6494222338,2/28/2023 0:05:05.957
3:35:10 PM,0.0352,0.711,0.7462,1.1026,1.3827,2.4853,05:06.0,2/28/2023 15:35:10.171,44985.6494232755,2/28/2023 0:05:06.047
3:35:10 PM,0.0355,0.7187,0.7542,1.1026,1.3845,2.4871,05:06.1,2/28/2023 15:35:10.261,44985.6494243171,2/28/2023 0:05:06.137
3:35:10 PM,0.0262,0.7205,0.7467,1.1038,1.3845,2.4883,05:06.2,2/28/2023 15:35:10.351,44985.6494253588,2/28/2023 0:05:06.227
3:35:10 PM,0.0176,0.7218,0.7394,1.0983,1.3789,2.4772,05:06.3,2/28/2023 15:35:10.442,44985.6494264120,2/28/2023 0:05:06.318
3:35:11 PM,0.0207,0.7239,0.7446,1.0931,1.3763,2.4694,05:06.4,2/28/2023 15:35:10.532,44985.6494274537,2/28/2023 0:05:06.408
3:35:11 PM,0.0224,0.7177,0.7401,1.0886,1.3763,2.4649,05:06.5,2/28/2023 15:35:10.623,44985.6494285069,2/28/2023 0:05:06.499
3:35:11 PM,0.0217,0.7154,0.7371,1.0862,1.3699,2.456,05:06.6,2/28/2023 15:35:10.712,44985.6494295370,2/28/2023 0:05:06.588
3:35:11 PM,0.0217,0.7159,0.7376,1.0855,1.3609,2.4463,05:06.7,2/28/2023 15:35:10.803,44985.6494305903,2/28/2023 0:05:06.679
3:35:11 PM,0.0252,0.7167,0.7419,1.0817,1.3565,2.4382,05:06.8,2/28/2023 15:35:10.893,44985.6494316319,2/28/2023 0:05:06.769
3:35:11 PM,0.0226,0.7133,0.736,1.0757,1.3552,2.4309,05:06.9,2/28/2023 15:35:10.983,44985.6494326736,2/28/2023 0:05:06.859
3:35:11 PM,0.0152,0.7082,0.7234,1.0686,1.3524,2.421,05:06.9,2/28/2023 15:35:11.073,44985.6494337153,2/28/2023 0:05:06.949
3:35:11 PM,0.0064,0.7059,0.7123,1.0581,1.3524,2.4105,05:07.0,2/28/2023 15:35:11.163,44985.6494347569,2/28/2023 0:05:07.039
3:35:11 PM,-0.0002,0.7025,0.7023,1.0519,1.3586,2.4105,05:07.1,2/28/2023 15:35:11.258,44985.6494358565,2/28/2023 0:05:07.134
3:35:11 PM,0.0002,0.6956,0.6958,1.0453,1.3542,2.3994,05:07.2,2/28/2023 15:35:11.349,44985.6494369097,2/28/2023 0:05:07.225
3:35:11 PM,0.001,0.6953,0.6963,1.0393,1.3526,2.3919,05:07.3,2/28/2023 15:35:11.435,44985.6494379051,2/28/2023 0:05:07.311
3:35:12 PM,-0.0033,0.6984,0.6951,1.0445,1.3534,2.398,05:07.4,2/28/2023 15:35:11.529,44985.6494389931,2/28/2023 0:05:07.405
3:35:12 PM,-0.0067,0.6987,0.692,1.0479,1.3498,2.3977,05:07.5,2/28/2023 15:35:11.616,44985.6494400000,2/28/2023 0:05:07.492
3:35:12 PM,-0.0079,0.6941,0.6862,1.0503,1.349,2.3993,05:07.6,2/28/2023 15:35:11.709,44985.6494410764,2/28/2023 0:05:07.585
3:35:12 PM,-0.0059,0.6871,0.6812,1.051,1.3501,2.401,05:07.7,2/28/2023 15:35:11.796,44985.6494420833,2/28/2023 0:05:07.672
3:35:12 PM,-0.005,0.6807,0.6757,1.0533,1.3516,2.405,05:07.8,2/28/2023 15:35:11.886,44985.6494431250,2/28/2023 0:05:07.762
3:35:12 PM,0.0036,0.6771,0.6807,1.0493,1.3539,2.4032,05:07.9,2/28/2023 15:35:11.981,44985.6494442245,2/28/2023 0:05:07.857
3:35:12 PM,0.0128,0.6753,0.6881,1.0498,1.3562,2.406,05:07.9,2/28/2023 15:35:12.066,44985.6494452083,2/28/2023 0:05:07.942
3:35:12 PM,0.0143,0.6755,0.6898,1.0517,1.3593,2.411,05:08.0,2/28/2023 15:35:12.157,44985.6494462616,2/28/2023 0:05:08.033
3:35:12 PM,0.0159,0.6833,0.6992,1.0469,1.3614,2.4083,05:08.1,2/28/2023 15:35:12.248,44985.6494473148,2/28/2023 0:05:08.124
3:35:12 PM,0.0119,0.6871,0.699,1.041,1.3632,2.4042,05:08.2,2/28/2023 15:35:12.341,44985.6494483912,2/28/2023 0:05:08.217
3:35:12 PM,0.0095,0.6897,0.6992,1.0355,1.3614,2.3969,05:08.3,2/28/2023 15:35:12.428,44985.6494493982,2/28/2023 0:05:08.304
3:35:13 PM,0.0076,0.6995,0.7071,1.0341,1.3573,2.3913,05:08.4,2/28/2023 15:35:12.522,44985.6494504861,2/28/2023 0:05:08.398
3:35:13 PM,0.009,0.7072,0.7162,1.0322,1.357,2.3892,05:08.5,2/28/2023 15:35:12.612,44985.6494515278,2/28/2023 0:05:08.488
3:35:13 PM,0.0102,0.7059,0.7161,1.0296,1.3586,2.3881,05:08.6,2/28/2023 15:35:12.699,44985.6494525347,2/28/2023 0:05:08.575
3:35:13 PM,0.0114,0.7015,0.7129,1.0293,1.3488,2.3781,05:08.7,2/28/2023 15:35:12.789,44985.6494535764,2/28/2023 0:05:08.665
3:35:13 PM,0.0114,0.7049,0.7163,1.0291,1.3395,2.3686,05:08.8,2/28/2023 15:35:12.880,44985.6494546296,2/28/2023 0:05:08.756
3:35:13 PM,0.0083,0.7059,0.7142,1.0274,1.3341,2.3615,05:08.9,2/28/2023 15:35:12.974,44985.6494557176,2/28/2023 0:05:08.850
3:35:13 PM,0.0057,0.7056,0.7113,1.0253,1.3292,2.3545,05:08.9,2/28/2023 15:35:13.059,44985.6494567014,2/28/2023 0:05:08.935
3:40:14 PM,-0.1404,1.0744,0.934,0.8999,1.0705,1.9704,10:09.7,2/28/2023 15:40:13.832,44985.6529378704,2/28/2023 0:10:09.708
3:40:14 PM,-0.1337,1.0672,0.9335,0.8996,1.0685,1.9681,10:09.8,2/28/2023 15:40:13.917,44985.6529388542,2/28/2023 0:10:09.793
3:40:14 PM,-0.1311,1.0651,0.934,0.8956,1.0649,1.9605,10:09.9,2/28/2023 15:40:14.011,44985.6529399421,2/28/2023 0:10:09.887
3:40:14 PM,-0.128,1.0698,0.9418,0.8873,1.0654,1.9527,10:10.0,2/28/2023 15:40:14.102,44985.6529409954,2/28/2023 0:10:09.978
3:40:14 PM,-0.1273,1.0711,0.9438,0.8835,1.0723,1.9558,10:10.1,2/28/2023 15:40:14.189,44985.6529420023,2/28/2023 0:10:10.065
3:40:14 PM,-0.1252,1.0723,0.9472,0.8835,1.0747,1.9581,10:10.2,2/28/2023 15:40:14.279,44985.6529430440,2/28/2023 0:10:10.155
3:40:14 PM,-0.1211,1.0739,0.9528,0.8837,1.0734,1.9571,10:10.2,2/28/2023 15:40:14.373,44985.6529441319,2/28/2023 0:10:10.249
3:40:14 PM,-0.1175,1.0708,0.9533,0.8873,1.0718,1.9591,10:10.3,2/28/2023 15:40:14.463,44985.6529451736,2/28/2023 0:10:10.339
3:40:15 PM,-0.118,1.0716,0.9535,0.8875,1.0687,1.9562,10:10.4,2/28/2023 15:40:14.550,44985.6529461806,2/28/2023 0:10:10.426
3:40:15 PM,-0.1099,1.069,0.9591,0.883,1.0646,1.9476,10:10.5,2/28/2023 15:40:14.639,44985.6529472106,2/28/2023 0:10:10.515
3:40:15 PM,-0.1016,1.0657,0.9641,0.8806,1.059,1.9396,10:10.6,2/28/2023 15:40:14.729,44985.6529482523,2/28/2023 0:10:10.605
3:40:15 PM,-0.0992,1.0631,0.9639,0.8775,1.0546,1.9321,10:10.7,2/28/2023 15:40:14.824,44985.6529493519,2/28/2023 0:10:10.700
3:40:15 PM,-0.0992,1.0664,0.9672,0.8754,1.0549,1.9302,10:10.8,2/28/2023 15:40:14.911,44985.6529503588,2/28/2023 0:10:10.787
3:40:15 PM,-0.1018,1.0726,0.9708,0.8723,1.0482,1.9204,10:10.9,2/28/2023 15:40:15.001,44985.6529514005,2/28/2023 0:10:10.877
3:40:15 PM,-0.1056,1.0734,0.9677,0.8766,1.0415,1.918,10:11.0,2/28/2023 15:40:15.091,44985.6529524421,2/28/2023 0:10:10.967
3:40:15 PM,-0.1064,1.0726,0.9662,0.8761,1.0369,1.9129,10:11.1,2/28/2023 15:40:15.181,44985.6529534838,2/28/2023 0:10:11.057
3:40:15 PM,-0.1037,1.0667,0.9629,0.8723,1.0369,1.9091,10:11.1,2/28/2023 15:40:15.272,44985.6529545370,2/28/2023 0:10:11.148
3:40:15 PM,-0.1009,1.0585,0.9576,0.8697,1.0376,1.9073,10:11.2,2/28/2023 15:40:15.362,44985.6529555787,2/28/2023 0:10:11.238
3:40:15 PM,-0.1061,1.0559,0.9498,0.8716,1.0402,1.9118,10:11.3,2/28/2023 15:40:15.452,44985.6529566204,2/28/2023 0:10:11.328
3:40:16 PM,-0.1106,1.0603,0.9496,0.8725,1.0402,1.9127,10:11.4,2/28/2023 15:40:15.542,44985.6529576620,2/28/2023 0:10:11.418
3:40:16 PM,-0.1078,1.0597,0.952,0.8728,1.0402,1.9129,10:11.5,2/28/2023 15:40:15.633,44985.6529587153,2/28/2023 0:10:11.509
3:40:16 PM,-0.1064,1.0543,0.948,0.8739,1.0387,1.9126,10:11.6,2/28/2023 15:40:15.723,44985.6529597569,2/28/2023 0:10:11.599
3:40:16 PM,-0.1052,1.0471,0.942,0.8761,1.0397,1.9158,10:11.7,2/28/2023 15:40:15.813,44985.6529607986,2/28/2023 0:10:11.689
3:40:16 PM,-0.108,1.0435,0.9355,0.8789,1.0453,1.9243,10:11.8,2/28/2023 15:40:15.908,44985.6529618982,2/28/2023 0:10:11.784
3:40:16 PM,-0.109,1.0394,0.9304,0.883,1.0487,1.9317,10:11.9,2/28/2023 15:40:15.993,44985.6529628819,2/28/2023 0:10:11.869
3:40:16 PM,-0.1059,1.0482,0.9423,0.8818,1.0525,1.9343,10:12.0,2/28/2023 15:40:16.084,44985.6529639352,2/28/2023 0:10:11.960
3:40:16 PM,-0.1045,1.0469,0.9424,0.8816,1.0549,1.9364,10:12.0,2/28/2023 15:40:16.174,44985.6529649768,2/28/2023 0:10:12.050
3:40:16 PM,-0.1128,1.0446,0.9318,0.8846,1.0528,1.9374,10:12.1,2/28/2023 15:40:16.265,44985.6529660301,2/28/2023 0:10:12.141
3:40:16 PM,-0.1178,1.0428,0.925,0.8904,1.0525,1.9429,10:12.2,2/28/2023 15:40:16.354,44985.6529670602,2/28/2023 0:10:12.230
3:40:16 PM,-0.1199,1.0428,0.9228,0.8915,1.0525,1.9441,10:12.3,2/28/2023 15:40:16.445,44985.6529681134,2/28/2023 0:10:12.321
3:40:17 PM,-0.1137,1.0376,0.9239,0.8868,1.0489,1.9357,10:12.4,2/28/2023 15:40:16.535,44985.6529691551,2/28/2023 0:10:12.411
3:40:17 PM,-0.1121,1.0348,0.9227,0.8908,1.0525,1.9434,10:12.5,2/28/2023 15:40:16.625,44985.6529701968,2/28/2023 0:10:12.501
3:40:17 PM,-0.1147,1.034,0.9193,0.8923,1.0569,1.9492,10:12.6,2/28/2023 15:40:16.715,44985.6529712384,2/28/2023 0:10:12.591
3:40:17 PM,-0.1152,1.0351,0.9199,0.8935,1.0549,1.9483,10:12.7,2/28/2023 15:40:16.810,44985.6529723380,2/28/2023 0:10:12.686
3:40:17 PM,-0.1144,1.0369,0.9224,0.892,1.0549,1.9469,10:12.8,2/28/2023 15:40:16.895,44985.6529733218,2/28/2023 0:10:12.771
3:40:17 PM,-0.1135,1.0361,0.9226,0.892,1.0579,1.95,10:12.9,2/28/2023 15:40:16.986,44985.6529743750,2/28/2023 0:10:12.862
3:40:17 PM,-0.108,1.0397,0.9317,0.8958,1.0569,1.9527,10:13.0,2/28/2023 15:40:17.077,44985.6529754282,2/28/2023 0:10:12.953
3:40:17 PM,-0.1085,1.0448,0.9363,0.8999,1.0533,1.9532,10:13.0,2/28/2023 15:40:17.166,44985.6529764583,2/28/2023 0:10:13.042
3:40:17 PM,-0.114,1.0459,0.9319,0.9018,1.0502,1.952,10:13.1,2/28/2023 15:40:17.260,44985.6529775463,2/28/2023 0:10:13.136
3:40:17 PM,-0.1185,1.0461,0.9276,0.903,1.0438,1.9468,10:13.2,2/28/2023 15:40:17.351,44985.6529785995,2/28/2023 0:10:13.227
3:40:17 PM,-0.1156,1.0482,0.9325,0.9065,1.0338,1.9403,10:13.3,2/28/2023 15:40:17.437,44985.6529795949,2/28/2023 0:10:13.313
3:40:18 PM,-0.1154,1.0554,0.94,0.9101,1.0294,1.9395,10:13.4,2/28/2023 15:40:17.527,44985.6529806366,2/28/2023 0:10:13.403
3:40:18 PM,-0.1183,1.0585,0.9402,0.9101,1.0289,1.939,10:13.5,2/28/2023 15:40:17.618,44985.6529816898,2/28/2023 0:10:13.494
3:40:18 PM,-0.1221,1.0579,0.9359,0.9113,1.0297,1.9409,10:13.6,2/28/2023 15:40:17.708,44985.6529827315,2/28/2023 0:10:13.584
3:40:18 PM,-0.1164,1.0595,0.9431,0.9127,1.0356,1.9483,10:13.7,2/28/2023 15:40:17.798,44985.6529837732,2/28/2023 0:10:13.674
3:40:18 PM,-0.1137,1.0608,0.947,0.9125,1.0405,1.9529,10:13.8,2/28/2023 15:40:17.889,44985.6529848264,2/28/2023 0:10:13.765
3:40:18 PM,-0.1168,1.0672,0.9504,0.9063,1.0428,1.9491,10:13.9,2/28/2023 15:40:17.991,44985.6529860069,2/28/2023 0:10:13.867
3:40:18 PM,-0.114,1.0731,0.9591,0.9015,1.0464,1.9479,10:13.9,2/28/2023 15:40:18.069,44985.6529869097,2/28/2023 0:10:13.945
3:40:18 PM,-0.1116,1.0772,0.9656,0.9023,1.0471,1.9494,10:14.0,2/28/2023 15:40:18.159,44985.6529879514,2/28/2023 0:10:14.035
3:40:18 PM,-0.1111,1.0726,0.9615,0.8946,1.0443,1.9389,10:14.1,2/28/2023 15:40:18.249,44985.6529889931,2/28/2023 0:10:14.125
3:40:18 PM,-0.1156,1.0711,0.9554,0.8858,1.0453,1.9312,10:14.2,2/28/2023 15:40:18.339,44985.6529900347,2/28/2023 0:10:14.215
3:40:18 PM,-0.1206,1.0723,0.9517,0.8866,1.0459,1.9324,10:14.3,2/28/2023 15:40:18.430,44985.6529910880,2/28/2023 0:10:14.306
3:40:19 PM,-0.1271,1.0713,0.9443,0.8887,1.0459,1.9345,10:14.4,2/28/2023 15:40:18.520,44985.6529921296,2/28/2023 0:10:14.396
3:40:19 PM,-0.1356,1.0672,0.9316,0.8977,1.0448,1.9426,10:14.5,2/28/2023 15:40:18.611,44985.6529931829,2/28/2023 0:10:14.487
3:40:19 PM,-0.1459,1.0675,0.9216,0.9011,1.0477,1.9487,10:14.6,2/28/2023 15:40:18.701,44985.6529942245,2/28/2023 0:10:14.577
3:40:19 PM,-0.1501,1.0669,0.9168,0.9006,1.0469,1.9475,10:14.7,2/28/2023 15:40:18.795,44985.6529953125,2/28/2023 0:10:14.671
3:45:20 PM,-0.1459,1.1402,0.9944,0.8463,1.0163,1.8626,15:15.6,2/28/2023 15:45:19.752,44985.6564786111,2/28/2023 0:15:15.628
