Time,L1_0_5,L2_0_5,Total0_5,L1_2_0,L2_2_0,Total2_0,Time_H,Time_HS,Time_HS,Time_HSK
4:56:44 PM,0.0483,0.6812,0.7295,0.8651,1.8142,2.6794,26:40.2,2/28/2023 16:56:44.354,44985.7060689120,2/28/2023 1:26:40.230
4:56:44 PM,0.0516,0.6758,0.7274,0.8611,1.8165,2.6776,26:40.3,2/28/2023 16:56:44.451,44985.7060700347,2/28/2023 1:26:40.327
4:56:45 PM,0.0478,0.6686,0.7164,0.854,1.8171,2.671,26:40.4,2/28/2023 16:56:44.542,44985.7060710880,2/28/2023 1:26:40.418
4:56:45 PM,0.0424,0.6617,0.704,0.853,1.8129,2.6659,26:40.5,2/28/2023 16:56:44.621,44985.7060720023,2/28/2023 1:26:40.497
4:56:45 PM,0.0481,0.6601,0.7082,0.8573,1.8163,2.6736,26:40.6,2/28/2023 16:56:44.715,44985.7060730903,2/28/2023 1:26:40.591
4:56:45 PM,0.0545,0.6578,0.7123,0.8559,1.8219,2.6778,26:40.7,2/28/2023 16:56:44.809,44985.7060741782,2/28/2023 1:26:40.685
4:56:45 PM,0.0528,0.6557,0.7086,0.8532,1.8243,2.6775,26:40.8,2/28/2023 16:56:44.904,44985.7060752778,2/28/2023 1:26:40.780
4:56:45 PM,0.0533,0.6563,0.7096,0.8482,1.8243,2.6725,26:40.9,2/28/2023 16:56:44.984,44985.7060762037,2/28/2023 1:26:40.860
4:56:45 PM,0.0471,0.656,0.7031,0.8432,1.8207,2.6639,26:41.0,2/28/2023 16:56:45.077,44985.7060772801,2/28/2023 1:26:40.953
4:56:45 PM,0.0421,0.6573,0.6994,0.8399,1.8135,2.6534,26:41.0,2/28/2023 16:56:45.171,44985.7060783681,2/28/2023 1:26:41.047
4:56:45 PM,0.04,0.6601,0.7001,0.8385,1.8099,2.6483,26:41.1,2/28/2023 16:56:45.255,44985.7060793403,2/28/2023 1:26:41.131
4:56:45 PM,0.0445,0.6691,0.7136,0.8394,1.807,2.6465,26:41.2,2/28/2023 16:56:45.346,44985.7060803935,2/28/2023 1:26:41.222
4:56:45 PM,0.0421,0.6799,0.722,0.8402,1.8052,2.6454,26:41.3,2/28/2023 16:56:45.438,44985.7060814583,2/28/2023 1:26:41.314
4:56:46 PM,0.0402,0.6843,0.7245,0.8359,1.806,2.6419,26:41.4,2/28/2023 16:56:45.532,44985.7060825463,2/28/2023 1:26:41.408
4:56:46 PM,0.0314,0.6907,0.7221,0.8363,1.8039,2.6403,26:41.5,2/28/2023 16:56:45.627,44985.7060836458,2/28/2023 1:26:41.503
4:56:46 PM,0.0271,0.6987,0.7258,0.8352,1.798,2.6332,26:41.6,2/28/2023 16:56:45.705,44985.7060845486,2/28/2023 1:26:41.581
4:56:46 PM,0.0262,0.7018,0.728,0.8352,1.7911,2.6262,26:41.7,2/28/2023 16:56:45.801,44985.7060856597,2/28/2023 1:26:41.677
4:56:46 PM,0.0217,0.7082,0.7299,0.8342,1.7831,2.6173,26:41.8,2/28/2023 16:56:45.895,44985.7060867477,2/28/2023 1:26:41.771
4:56:46 PM,0.0197,0.7144,0.7341,0.833,1.7775,2.6105,26:41.9,2/28/2023 16:56:45.974,44985.7060876620,2/28/2023 1:26:41.850
4:56:46 PM,0.0236,0.7213,0.7449,0.8264,1.7677,2.594,26:41.9,2/28/2023 16:56:46.068,44985.7060887500,2/28/2023 1:26:41.944
4:56:46 PM,0.0271,0.7277,0.7549,0.8273,1.7638,2.5911,26:42.0,2/28/2023 16:56:46.162,44985.7060898380,2/28/2023 1:26:42.038
4:56:46 PM,0.0274,0.7339,0.7613,0.8292,1.7638,2.593,26:42.1,2/28/2023 16:56:46.257,44985.7060909375,2/28/2023 1:26:42.133
4:56:46 PM,0.0202,0.7326,0.7529,0.8223,1.7669,2.5892,26:42.2,2/28/2023 16:56:46.348,44985.7060919907,2/28/2023 1:26:42.224
4:56:46 PM,0.0145,0.7326,0.7471,0.8197,1.7656,2.5853,26:42.3,2/28/2023 16:56:46.430,44985.7060929398,2/28/2023 1:26:42.306
4:56:47 PM,0.0119,0.737,0.7489,0.8221,1.7659,2.588,26:42.4,2/28/2023 16:56:46.524,44985.7060940278,2/28/2023 1:26:42.400
4:56:47 PM,0.0143,0.7427,0.7569,0.828,1.7726,2.6006,26:42.5,2/28/2023 16:56:46.618,44985.7060951157,2/28/2023 1:26:42.494
4:56:47 PM,0.0162,0.7491,0.7653,0.8321,1.7785,2.6106,26:42.6,2/28/2023 16:56:46.696,44985.7060960185,2/28/2023 1:26:42.572
4:56:47 PM,0.0157,0.747,0.7627,0.8337,1.7818,2.6156,26:42.7,2/28/2023 16:56:46.791,44985.7060971181,2/28/2023 1:26:42.667
4:56:47 PM,0.0083,0.7398,0.7482,0.8375,1.7857,2.6232,26:42.8,2/28/2023 16:56:46.885,44985.7060982060,2/28/2023 1:26:42.761
5:01:48 PM,0,0.7193,0.7193,0.6903,1.4421,2.1324,31:43.6,2/28/2023 17:01:47.725,44985.7095801505,2/28/2023 1:31:43.601
5:01:48 PM,-0.0007,0.7128,0.7121,0.6869,1.4406,2.1275,31:43.7,2/28/2023 17:01:47.819,44985.7095812384,2/28/2023 1:31:43.695
5:01:48 PM,-0.0057,0.7159,0.7102,0.6841,1.4344,2.1185,31:43.8,2/28/2023 17:01:47.913,44985.7095823264,2/28/2023 1:31:43.789
5:01:48 PM,-0.0088,0.7167,0.7079,0.6845,1.4339,2.1184,31:43.9,2/28/2023 17:01:48.008,44985.7095834259,2/28/2023 1:31:43.884
5:01:48 PM,-0.0109,0.719,0.7081,0.6919,1.4324,2.1243,31:44.0,2/28/2023 17:01:48.102,44985.7095845139,2/28/2023 1:31:43.978
5:01:48 PM,-0.0107,0.7185,0.7078,0.6953,1.4306,2.1258,31:44.1,2/28/2023 17:01:48.181,44985.7095854282,2/28/2023 1:31:44.057
5:01:48 PM,-0.0174,0.7185,0.7011,0.6972,1.43,2.1272,31:44.2,2/28/2023 17:01:48.275,44985.7095865162,2/28/2023 1:31:44.151
5:01:48 PM,-0.0231,0.718,0.6949,0.6995,1.428,2.1275,31:44.2,2/28/2023 17:01:48.369,44985.7095876042,2/28/2023 1:31:44.245
5:01:48 PM,-0.0233,0.7151,0.6918,0.7029,1.428,2.1308,31:44.3,2/28/2023 17:01:48.447,44985.7095885069,2/28/2023 1:31:44.323
5:01:49 PM,-0.0226,0.7131,0.6905,0.7036,1.4321,2.1357,31:44.4,2/28/2023 17:01:48.548,44985.7095896759,2/28/2023 1:31:44.424
5:01:49 PM,-0.0228,0.7128,0.69,0.6988,1.4347,2.1335,31:44.5,2/28/2023 17:01:48.637,44985.7095907060,2/28/2023 1:31:44.513
5:01:49 PM,-0.0193,0.7159,0.6966,0.6931,1.43,2.1232,31:44.6,2/28/2023 17:01:48.729,44985.7095917708,2/28/2023 1:31:44.605
5:01:49 PM,-0.0181,0.72,0.702,0.6972,1.4277,2.1249,31:44.7,2/28/2023 17:01:48.817,44985.7095927894,2/28/2023 1:31:44.693
5:01:49 PM,-0.0145,0.7247,0.7101,0.7038,1.4275,2.1313,31:44.8,2/28/2023 17:01:48.910,44985.7095938657,2/28/2023 1:31:44.786
5:01:49 PM,-0.01,0.7234,0.7134,0.7052,1.4293,2.1345,31:44.9,2/28/2023 17:01:48.997,44985.7095948727,2/28/2023 1:31:44.873
5:01:49 PM,-0.01,0.7236,0.7136,0.7062,1.4316,2.1378,31:45.0,2/28/2023 17:01:49.092,44985.7095959722,2/28/2023 1:31:44.968
5:01:49 PM,-0.0178,0.7226,0.7048,0.7067,1.4349,2.1416,31:45.0,2/28/2023 17:01:49.171,44985.7095968866,2/28/2023 1:31:45.047
5:01:49 PM,-0.0247,0.7205,0.6958,0.7074,1.4342,2.1415,31:45.1,2/28/2023 17:01:49.267,44985.7095979977,2/28/2023 1:31:45.143
5:01:49 PM,-0.0269,0.7208,0.6939,0.7112,1.4318,2.143,31:45.2,2/28/2023 17:01:49.358,44985.7095990509,2/28/2023 1:31:45.234
5:01:49 PM,-0.0269,0.7247,0.6978,0.7129,1.4298,2.1426,31:45.3,2/28/2023 17:01:49.449,44985.7096001042,2/28/2023 1:31:45.325
5:01:50 PM,-0.0266,0.7308,0.7042,0.7195,1.43,2.1496,31:45.4,2/28/2023 17:01:49.533,44985.7096010764,2/28/2023 1:31:45.409
5:01:50 PM,-0.0297,0.7285,0.6988,0.7221,1.43,2.1522,31:45.5,2/28/2023 17:01:49.627,44985.7096021644,2/28/2023 1:31:45.503
5:01:50 PM,-0.0326,0.7239,0.6913,0.7195,1.4336,2.1532,31:45.6,2/28/2023 17:01:49.721,44985.7096032523,2/28/2023 1:31:45.597
5:01:50 PM,-0.0355,0.7229,0.6874,0.7193,1.4388,2.1581,31:45.7,2/28/2023 17:01:49.800,44985.7096041667,2/28/2023 1:31:45.676
5:01:50 PM,-0.0362,0.7257,0.6895,0.7209,1.4455,2.1664,31:45.8,2/28/2023 17:01:49.894,44985.7096052546,2/28/2023 1:31:45.770
5:01:50 PM,-0.0378,0.7306,0.6927,0.7212,1.4514,2.1726,31:45.9,2/28/2023 17:01:49.989,44985.7096063542,2/28/2023 1:31:45.865
5:01:50 PM,-0.0359,0.7324,0.6965,0.7229,1.4537,2.1766,31:46.0,2/28/2023 17:01:50.083,44985.7096074421,2/28/2023 1:31:45.959
5:01:50 PM,-0.0314,0.7339,0.7025,0.7164,1.4506,2.167,31:46.1,2/28/2023 17:01:50.178,44985.7096085417,2/28/2023 1:31:46.054
5:01:50 PM,-0.03,0.7339,0.7039,0.7157,1.4498,2.1656,31:46.1,2/28/2023 17:01:50.257,44985.7096094560,2/28/2023 1:31:46.133
5:01:50 PM,-0.0364,0.7326,0.6962,0.715,1.4486,2.1636,31:46.2,2/28/2023 17:01:50.354,44985.7096105787,2/28/2023 1:31:46.230
5:01:50 PM,-0.0369,0.7303,0.6934,0.7055,1.448,2.1535,31:46.3,2/28/2023 17:01:50.430,44985.7096114583,2/28/2023 1:31:46.306
5:01:51 PM,-0.0347,0.728,0.6933,0.6964,1.4452,2.1417,31:46.4,2/28/2023 17:01:50.526,44985.7096125694,2/28/2023 1:31:46.402
5:01:51 PM,-0.0366,0.7216,0.6849,0.6895,1.4465,2.136,31:46.5,2/28/2023 17:01:50.619,44985.7096136458,2/28/2023 1:31:46.495
5:01:51 PM,-0.04,0.7182,0.6783,0.6891,1.4491,2.1381,31:46.6,2/28/2023 17:01:50.713,44985.7096147338,2/28/2023 1:31:46.589
5:01:51 PM,-0.0345,0.7162,0.6817,0.6903,1.4532,2.1434,31:46.7,2/28/2023 17:01:50.791,44985.7096156366,2/28/2023 1:31:46.667
5:01:51 PM,-0.0259,0.7211,0.6951,0.6926,1.4527,2.1453,31:46.8,2/28/2023 17:01:50.886,44985.7096167361,2/28/2023 1:31:46.762
5:01:51 PM,-0.0228,0.7254,0.7026,0.6933,1.4578,2.1512,31:46.9,2/28/2023 17:01:50.980,44985.7096178241,2/28/2023 1:31:46.856
5:01:51 PM,-0.0269,0.7213,0.6944,0.6998,1.4619,2.1617,31:47.0,2/28/2023 17:01:51.074,44985.7096189120,2/28/2023 1:31:46.950
5:01:51 PM,-0.0371,0.7133,0.6762,0.6998,1.4617,2.1614,31:47.0,2/28/2023 17:01:51.168,44985.7096200000,2/28/2023 1:31:47.044
5:01:51 PM,-0.0426,0.7092,0.6666,0.7033,1.4612,2.1645,31:47.1,2/28/2023 17:01:51.251,44985.7096209606,2/28/2023 1:31:47.127
5:01:51 PM,-0.0397,0.7139,0.6741,0.7038,1.4612,2.165,31:47.2,2/28/2023 17:01:51.341,44985.7096220023,2/28/2023 1:31:47.217
5:01:51 PM,-0.0378,0.7205,0.6827,0.7022,1.4604,2.1625,31:47.3,2/28/2023 17:01:51.435,44985.7096230903,2/28/2023 1:31:47.311
5:01:52 PM,-0.0393,0.7169,0.6777,0.6976,1.4588,2.1565,31:47.4,2/28/2023 17:01:51.514,44985.7096240046,2/28/2023 1:31:47.390
5:01:52 PM,-0.04,0.7067,0.6667,0.6933,1.4573,2.1506,31:47.5,2/28/2023 17:01:51.608,44985.7096250926,2/28/2023 1:31:47.484
5:01:52 PM,-0.0452,0.7056,0.6604,0.6872,1.4504,2.1375,31:47.6,2/28/2023 17:01:51.703,44985.7096261921,2/28/2023 1:31:47.579
5:01:52 PM,-0.0512,0.7187,0.6676,0.6872,1.4483,2.1355,31:47.7,2/28/2023 17:01:51.797,44985.7096272801,2/28/2023 1:31:47.673
5:01:52 PM,-0.0495,0.7154,0.6659,0.6893,1.4542,2.1435,31:47.8,2/28/2023 17:01:51.876,44985.7096281944,2/28/2023 1:31:47.752
5:01:52 PM,-0.0459,0.7146,0.6687,0.6926,1.4568,2.1494,31:47.8,2/28/2023 17:01:51.970,44985.7096292824,2/28/2023 1:31:47.846
5:01:52 PM,-0.0462,0.7244,0.6782,0.6924,1.4516,2.144,31:47.9,2/28/2023 17:01:52.064,44985.7096303704,2/28/2023 1:31:47.940
5:01:52 PM,-0.0526,0.7342,0.6816,0.6924,1.4488,2.1412,31:48.0,2/28/2023 17:01:52.159,44985.7096314699,2/28/2023 1:31:48.035
5:01:52 PM,-0.0557,0.7411,0.6854,0.6981,1.4447,2.1428,31:48.1,2/28/2023 17:01:52.237,44985.7096323727,2/28/2023 1:31:48.113
5:01:52 PM,-0.0559,0.7447,0.6888,0.701,1.4385,2.1395,31:48.2,2/28/2023 17:01:52.331,44985.7096334606,2/28/2023 1:31:48.207
5:01:52 PM,-0.0552,0.7416,0.6864,0.7002,1.4365,2.1367,31:48.3,2/28/2023 17:01:52.426,44985.7096345602,2/28/2023 1:31:48.302
5:01:53 PM,-0.0566,0.7352,0.6786,0.6976,1.4336,2.1313,31:48.4,2/28/2023 17:01:52.520,44985.7096356481,2/28/2023 1:31:48.396
5:01:53 PM,-0.0545,0.7357,0.6812,0.6981,1.4344,2.1325,31:48.5,2/28/2023 17:01:52.599,44985.7096365625,2/28/2023 1:31:48.475
5:01:53 PM,-0.049,0.7424,0.6934,0.6993,1.4362,2.1355,31:48.6,2/28/2023 17:01:52.693,44985.7096376505,2/28/2023 1:31:48.569
5:06:54 PM,0.0987,0.6246,0.7234,0.4811,1.1911,1.6723,36:49.6,2/28/2023 17:06:53.685,44985.7131213542,2/28/2023 1:36:49.561
5:06:54 PM,0.1006,0.6329,0.7335,0.4816,1.1989,1.6804,36:49.7,2/28/2023 17:06:53.781,44985.7131224653,2/28/2023 1:36:49.657
5:06:54 PM,0.0987,0.6359,0.7347,0.483,1.2014,1.6844,36:49.7,2/28/2023 17:06:53.858,44985.7131233565,2/28/2023 1:36:49.734
5:06:54 PM,0.0983,0.638,0.7363,0.4873,1.2017,1.689,36:49.8,2/28/2023 17:06:53.957,44985.7131245023,2/28/2023 1:36:49.833
5:06:54 PM,0.0957,0.6398,0.7355,0.4921,1.1996,1.6917,36:49.9,2/28/2023 17:06:54.046,44985.7131255324,2/28/2023 1:36:49.922
5:06:54 PM,0.0966,0.6375,0.7341,0.4897,1.1978,1.6875,36:50.0,2/28/2023 17:06:54.140,44985.7131266204,2/28/2023 1:36:50.016
5:06:54 PM,0.094,0.6344,0.7284,0.4866,1.1932,1.6798,36:50.1,2/28/2023 17:06:54.219,44985.7131275347,2/28/2023 1:36:50.095
5:06:54 PM,0.094,0.6398,0.7338,0.4868,1.1896,1.6764,36:50.2,2/28/2023 17:06:54.314,44985.7131286343,2/28/2023 1:36:50.190
5:06:54 PM,0.093,0.6455,0.7385,0.4918,1.1911,1.683,36:50.3,2/28/2023 17:06:54.408,44985.7131297222,2/28/2023 1:36:50.284
5:06:54 PM,0.0918,0.6447,0.7365,0.4951,1.1909,1.686,36:50.4,2/28/2023 17:06:54.487,44985.7131306366,2/28/2023 1:36:50.363
5:06:55 PM,0.088,0.6431,0.7312,0.4951,1.1909,1.686,36:50.5,2/28/2023 17:06:54.581,44985.7131317245,2/28/2023 1:36:50.457
5:06:55 PM,0.0918,0.6421,0.734,0.5018,1.1847,1.6865,36:50.6,2/28/2023 17:06:54.675,44985.7131328125,2/28/2023 1:36:50.551
5:06:55 PM,0.0947,0.6455,0.7402,0.5073,1.1801,1.6874,36:50.6,2/28/2023 17:06:54.758,44985.7131337731,2/28/2023 1:36:50.634
5:06:55 PM,0.0897,0.6483,0.738,0.5063,1.1809,1.6872,36:50.7,2/28/2023 17:06:54.858,44985.7131349306,2/28/2023 1:36:50.734
5:06:55 PM,0.0885,0.655,0.7435,0.5085,1.1863,1.6947,36:50.8,2/28/2023 17:06:54.943,44985.7131359144,2/28/2023 1:36:50.819
5:06:55 PM,0.0883,0.6565,0.7448,0.5075,1.1989,1.7064,36:50.9,2/28/2023 17:06:55.037,44985.7131370023,2/28/2023 1:36:50.913
5:06:55 PM,0.0868,0.6521,0.739,0.502,1.2068,1.7089,36:51.0,2/28/2023 17:06:55.118,44985.7131379398,2/28/2023 1:36:50.994
5:06:55 PM,0.0883,0.6439,0.7322,0.5044,1.2058,1.7102,36:51.1,2/28/2023 17:06:55.211,44985.7131390162,2/28/2023 1:36:51.087
5:06:55 PM,0.089,0.6398,0.7288,0.5068,1.2027,1.7095,36:51.2,2/28/2023 17:06:55.305,44985.7131401042,2/28/2023 1:36:51.181
5:06:55 PM,0.0826,0.6375,0.7201,0.5063,1.2091,1.7155,36:51.3,2/28/2023 17:06:55.400,44985.7131412037,2/28/2023 1:36:51.276
5:06:55 PM,0.0776,0.6334,0.7109,0.5078,1.2176,1.7254,36:51.4,2/28/2023 17:06:55.479,44985.7131421181,2/28/2023 1:36:51.355
5:06:56 PM,0.0728,0.6282,0.701,0.5066,1.222,1.7286,36:51.5,2/28/2023 17:06:55.574,44985.7131432176,2/28/2023 1:36:51.450
5:06:56 PM,0.073,0.6295,0.7026,0.5044,1.2243,1.7287,36:51.5,2/28/2023 17:06:55.668,44985.7131443056,2/28/2023 1:36:51.544
5:06:56 PM,0.0726,0.6336,0.7062,0.5094,1.2277,1.7371,36:51.6,2/28/2023 17:06:55.759,44985.7131453588,2/28/2023 1:36:51.635
5:06:56 PM,0.0759,0.6303,0.7062,0.5197,1.2277,1.7473,36:51.7,2/28/2023 17:06:55.841,44985.7131463079,2/28/2023 1:36:51.717
5:06:56 PM,0.0804,0.6254,0.7058,0.5232,1.2318,1.755,36:51.8,2/28/2023 17:06:55.935,44985.7131473958,2/28/2023 1:36:51.811
5:06:56 PM,0.0866,0.628,0.7146,0.522,1.2338,1.7559,36:51.9,2/28/2023 17:06:56.029,44985.7131484838,2/28/2023 1:36:51.905
5:06:56 PM,0.0885,0.6298,0.7183,0.5213,1.2379,1.7593,36:52.0,2/28/2023 17:06:56.107,44985.7131493866,2/28/2023 1:36:51.983
5:06:56 PM,0.0935,0.6347,0.7282,0.5216,1.2428,1.7644,36:52.1,2/28/2023 17:06:56.202,44985.7131504861,2/28/2023 1:36:52.078
5:06:56 PM,0.0945,0.6334,0.7278,0.5189,1.2459,1.7649,36:52.2,2/28/2023 17:06:56.296,44985.7131515741,2/28/2023 1:36:52.172
5:06:56 PM,0.0942,0.6311,0.7253,0.5173,1.2459,1.7632,36:52.3,2/28/2023 17:06:56.390,44985.7131526620,2/28/2023 1:36:52.266
5:06:56 PM,0.0928,0.6259,0.7187,0.5163,1.2449,1.7612,36:52.3,2/28/2023 17:06:56.469,44985.7131535764,2/28/2023 1:36:52.345
5:06:57 PM,0.0847,0.6159,0.7006,0.5139,1.2454,1.7593,36:52.4,2/28/2023 17:06:56.565,44985.7131546875,2/28/2023 1:36:52.441
5:06:57 PM,0.0752,0.6136,0.6888,0.517,1.2403,1.7573,36:52.5,2/28/2023 17:06:56.660,44985.7131557870,2/28/2023 1:36:52.536
5:06:57 PM,0.0719,0.6192,0.6911,0.5211,1.2379,1.759,36:52.6,2/28/2023 17:06:56.752,44985.7131568519,2/28/2023 1:36:52.628
5:06:57 PM,0.0711,0.6197,0.6909,0.5156,1.2377,1.7533,36:52.7,2/28/2023 17:06:56.830,44985.7131577546,2/28/2023 1:36:52.706
5:06:57 PM,0.0704,0.6236,0.694,0.5082,1.2349,1.7431,36:52.8,2/28/2023 17:06:56.924,44985.7131588426,2/28/2023 1:36:52.800
5:06:57 PM,0.0683,0.6305,0.6988,0.503,1.2318,1.7348,36:52.9,2/28/2023 17:06:57.019,44985.7131599421,2/28/2023 1:36:52.895
5:06:57 PM,0.0683,0.6401,0.7083,0.4975,1.2277,1.7252,36:53.0,2/28/2023 17:06:57.113,44985.7131610301,2/28/2023 1:36:52.989
5:06:57 PM,0.0723,0.6416,0.7139,0.4966,1.2287,1.7253,36:53.1,2/28/2023 17:06:57.197,44985.7131620023,2/28/2023 1:36:53.073
5:06:57 PM,0.0716,0.6383,0.7099,0.4944,1.2331,1.7275,36:53.2,2/28/2023 17:06:57.286,44985.7131630324,2/28/2023 1:36:53.162
5:06:57 PM,0.0635,0.6388,0.7023,0.4875,1.2341,1.7216,36:53.3,2/28/2023 17:06:57.380,44985.7131641204,2/28/2023 1:36:53.256
5:06:57 PM,0.0535,0.6431,0.6967,0.483,1.2292,1.7122,36:53.4,2/28/2023 17:06:57.475,44985.7131652199,2/28/2023 1:36:53.351
5:06:58 PM,0.0459,0.6462,0.6922,0.4861,1.2243,1.7104,36:53.4,2/28/2023 17:06:57.562,44985.7131662269,2/28/2023 1:36:53.438
5:06:58 PM,0.0388,0.6488,0.6876,0.4925,1.2181,1.7107,36:53.5,2/28/2023 17:06:57.647,44985.7131672106,2/28/2023 1:36:53.523
5:06:58 PM,0.0402,0.6509,0.6911,0.4963,1.2117,1.7081,36:53.6,2/28/2023 17:06:57.741,44985.7131682986,2/28/2023 1:36:53.617
5:06:58 PM,0.0409,0.646,0.6869,0.4973,1.2048,1.7021,36:53.7,2/28/2023 17:06:57.835,44985.7131693866,2/28/2023 1:36:53.711
5:06:58 PM,0.0385,0.6413,0.6799,0.4997,1.2012,1.7008,36:53.8,2/28/2023 17:06:57.914,44985.7131703009,2/28/2023 1:36:53.790
5:06:58 PM,0.0355,0.6395,0.675,0.5018,1.2032,1.705,36:53.9,2/28/2023 17:06:58.008,44985.7131713889,2/28/2023 1:36:53.884
5:06:58 PM,0.034,0.647,0.681,0.5066,1.2043,1.7108,36:54.0,2/28/2023 17:06:58.102,44985.7131724769,2/28/2023 1:36:53.978
5:06:58 PM,0.0374,0.6524,0.6898,0.5082,1.2027,1.7109,36:54.1,2/28/2023 17:06:58.181,44985.7131733912,2/28/2023 1:36:54.057
5:06:58 PM,0.0426,0.6516,0.6942,0.5059,1.2009,1.7068,36:54.2,2/28/2023 17:06:58.275,44985.7131744792,2/28/2023 1:36:54.151
5:06:58 PM,0.0412,0.6442,0.6853,0.5061,1.2017,1.7078,36:54.2,2/28/2023 17:06:58.370,44985.7131755787,2/28/2023 1:36:54.246
5:06:58 PM,0.0433,0.6393,0.6826,0.513,1.204,1.717,36:54.3,2/28/2023 17:06:58.464,44985.7131766667,2/28/2023 1:36:54.340
5:06:59 PM,0.0485,0.6401,0.6886,0.5178,1.1973,1.7151,36:54.4,2/28/2023 17:06:58.542,44985.7131775694,2/28/2023 1:36:54.418
5:06:59 PM,0.054,0.6431,0.6972,0.5247,1.1929,1.7176,36:54.5,2/28/2023 17:06:58.638,44985.7131786806,2/28/2023 1:36:54.514
5:12:00 PM,0.0723,0.5858,0.6581,0.5751,1.3244,1.8994,41:55.8,2/28/2023 17:11:59.963,44985.7166662384,2/28/2023 1:41:55.839
5:12:00 PM,0.0692,0.5909,0.6602,0.5822,1.3249,1.9071,41:55.9,2/28/2023 17:12:00.056,44985.7166673148,2/28/2023 1:41:55.932
5:12:00 PM,0.0702,0.593,0.6632,0.581,1.3066,1.8876,41:56.0,2/28/2023 17:12:00.135,44985.7166682292,2/28/2023 1:41:56.011
5:12:00 PM,0.0671,0.593,0.6601,0.5791,1.3012,1.8803,41:56.1,2/28/2023 17:12:00.229,44985.7166693171,2/28/2023 1:41:56.105
5:12:00 PM,0.0664,0.5917,0.6581,0.5796,1.2989,1.8785,41:56.2,2/28/2023 17:12:00.324,44985.7166704167,2/28/2023 1:41:56.200
5:12:00 PM,0.0685,0.5969,0.6654,0.5727,1.2937,1.8665,41:56.3,2/28/2023 17:12:00.402,44985.7166713194,2/28/2023 1:41:56.278
5:12:00 PM,0.0685,0.5927,0.6613,0.5694,1.2919,1.8613,41:56.4,2/28/2023 17:12:00.496,44985.7166724074,2/28/2023 1:41:56.372
5:12:01 PM,0.0688,0.5835,0.6522,0.5684,1.2955,1.864,41:56.5,2/28/2023 17:12:00.591,44985.7166735069,2/28/2023 1:41:56.467
5:12:01 PM,0.073,0.5732,0.6462,0.5696,1.2909,1.8605,41:56.6,2/28/2023 17:12:00.686,44985.7166746065,2/28/2023 1:41:56.562
5:12:01 PM,0.07,0.5596,0.6295,0.5611,1.2858,1.8468,41:56.6,2/28/2023 17:12:00.764,44985.7166755093,2/28/2023 1:41:56.640
5:12:01 PM,0.0704,0.5488,0.6192,0.5537,1.2886,1.8423,41:56.7,2/28/2023 17:12:00.864,44985.7166766667,2/28/2023 1:41:56.740
5:12:01 PM,0.0754,0.5447,0.6201,0.5508,1.2901,1.841,41:56.8,2/28/2023 17:12:00.953,44985.7166776968,2/28/2023 1:41:56.829
5:12:01 PM,0.0799,0.5408,0.6207,0.5439,1.2855,1.8294,41:56.9,2/28/2023 17:12:01.048,44985.7166787963,2/28/2023 1:41:56.924
5:12:01 PM,0.0864,0.5359,0.6223,0.5335,1.2824,1.8159,41:57.0,2/28/2023 17:12:01.143,44985.7166798958,2/28/2023 1:41:57.019
5:12:01 PM,0.0873,0.5328,0.6201,0.5275,1.2819,1.8094,41:57.1,2/28/2023 17:12:01.221,44985.7166807986,2/28/2023 1:41:57.097
5:12:01 PM,0.0921,0.5346,0.6267,0.5194,1.2847,1.8042,41:57.2,2/28/2023 17:12:01.316,44985.7166818981,2/28/2023 1:41:57.192
5:12:01 PM,0.0999,0.5341,0.634,0.5149,1.2881,1.803,41:57.3,2/28/2023 17:12:01.395,44985.7166828125,2/28/2023 1:41:57.271
5:12:01 PM,0.0966,0.5346,0.6312,0.5125,1.2886,1.8011,41:57.4,2/28/2023 17:12:01.489,44985.7166839005,2/28/2023 1:41:57.365
5:12:02 PM,0.0968,0.5351,0.632,0.5056,1.2827,1.7883,41:57.5,2/28/2023 17:12:01.584,44985.7166850000,2/28/2023 1:41:57.460
5:12:02 PM,0.0959,0.5398,0.6357,0.4987,1.2804,1.7791,41:57.6,2/28/2023 17:12:01.679,44985.7166860995,2/28/2023 1:41:57.555
5:12:02 PM,0.0904,0.5462,0.6366,0.4987,1.2809,1.7796,41:57.6,2/28/2023 17:12:01.765,44985.7166870949,2/28/2023 1:41:57.641
5:12:02 PM,0.0859,0.549,0.6349,0.5006,1.2806,1.7813,41:57.7,2/28/2023 17:12:01.853,44985.7166881134,2/28/2023 1:41:57.729
5:12:02 PM,0.0864,0.5423,0.6287,0.4973,1.2773,1.7746,41:57.8,2/28/2023 17:12:01.948,44985.7166892130,2/28/2023 1:41:57.824
5:12:02 PM,0.0902,0.5364,0.6266,0.4963,1.2773,1.7736,41:57.9,2/28/2023 17:12:02.028,44985.7166901389,2/28/2023 1:41:57.904
5:12:02 PM,0.094,0.5405,0.6345,0.4999,1.2786,1.7785,41:58.0,2/28/2023 17:12:02.122,44985.7166912269,2/28/2023 1:41:57.998
5:12:02 PM,0.0997,0.5519,0.6516,0.5039,1.2799,1.7838,41:58.1,2/28/2023 17:12:02.217,44985.7166923264,2/28/2023 1:41:58.093
5:12:02 PM,0.1026,0.5637,0.6662,0.5039,1.2783,1.7823,41:58.2,2/28/2023 17:12:02.311,44985.7166934144,2/28/2023 1:41:58.187
